# Semihemispheric mole fraction growth rate for H-1211 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2025-04-14 13:36:03.036368+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
1973,1,1973.04,-0.12566721432045927,-0.054103287172932744,0.016133841276125754,0.017293920736384145,0.07358084467528712,0.06131341562768208,0.043752676918118384,0.042531548780017595
1973,2,1973.12,-0.1336473039438998,-0.06093395350874705,0.012229140975221564,0.015660384581470406,0.07149163404608475,0.05814618417964154,0.04415219938402673,0.04354027518862693
1973,3,1973.21,-0.13677542847755586,-0.0656115561825048,0.007375330138210682,0.014052590992097786,0.06934058503625344,0.05534429946118265,0.044194039091588776,0.04437444046840406
1973,4,1973.29,-0.13446870634258223,-0.06783753695300573,0.0023267752556877146,0.01246082957674585,0.06647615009962467,0.0529597899095426,0.04396092501495624,0.04494714559541814
1973,5,1973.37,-0.1265009304994048,-0.06750150335622493,-0.0020417139836548183,0.01094683050020395,0.06245676010128827,0.050888835379430765,0.043575316702269655,0.045228803819700805
1973,6,1973.46,-0.11285081815102901,-0.06451210900939679,-0.004974868705968607,0.009585836449850758,0.05712514952288946,0.04896709832877659,0.04315658126537789,0.045241933954227896
1973,7,1973.54,-0.09360175033927635,-0.058855626014341834,-0.005907687552612179,0.008400904706985022,0.05057064272388378,0.04706002347869076,0.04280037688597201,0.04504033180528012
1973,8,1973.62,-0.06933267212554935,-0.05041458216338307,-0.004779713705084358,0.0074833242313289,0.04308724682957015,0.04508420708919379,0.04254146481005747,0.04469550123473035
1973,9,1973.71,-0.04137416543417526,-0.03904379757640758,-0.0018980964250746668,0.007053450125722693,0.03515638982033692,0.04302682987283879,0.042404899577016944,0.04429991616484681
1973,10,1973.79,-0.011664831897103068,-0.024730044934482144,0.0023612716692806234,0.007410002872787386,0.02751514861576826,0.04094604403939315,0.04243106697571799,0.04396402358365931
1973,11,1973.87,0.017879912976661947,-0.007935526824832732,0.007679018686695935,0.008846246578794736,0.021265358655787915,0.03897443985648794,0.04262163297669638,0.043784612008836876
1973,12,1973.96,0.04577668635086273,0.010597814547018159,0.013712016432363751,0.01154735754699313,0.017923364036191287,0.03727906813642897,0.04288212326871849,0.043804299962052935
1974,1,1974.04,0.07083617772855677,0.030056189742227925,0.01997743014869862,0.015554209964112197,0.018252234266418522,0.035973520351341895,0.043028401538485556,0.043990369817278156
1974,2,1974.12,0.09225077955672702,0.04963180304731962,0.026152672814777664,0.02070438664796179,0.020805864748341646,0.03510774457738925,0.042939724594292364,0.04425406769920879
1974,3,1974.21,0.10944138649622707,0.06838648784828942,0.032263533329508674,0.02672046099101533,0.023632184942607187,0.03461972231042081,0.04262591235292622,0.04449675964389841
