# Global annual emissions with no systematic uncertainty for CFC-113a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:43.971464+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions_with_no_systematic_uncertainty,Global_annual_emissions_with_no_systematic_uncertainty_1-sigma
1978,6,1978.46,0.41063869774776257,0.12760324053144836
1979,6,1979.46,0.3735895853168774,0.12119532622204526
1980,6,1980.46,0.2845107144790207,0.12964949541299212
1981,6,1981.46,0.24715175588816626,0.1228130547845155
1982,6,1982.46,0.307030214371014,0.13639677589523147
1983,6,1983.46,0.38985726219985445,0.14485759225075096
1984,6,1984.46,0.4594768296936141,0.14228992985886374
1985,6,1985.46,0.511769599521038,0.16360637396250477
1986,6,1986.46,0.5224568738013778,0.17424882247787435
1987,6,1987.46,0.4918919223581389,0.17914663063331662
1988,6,1988.46,0.4663742521321738,0.17883791333635737
1989,6,1989.46,0.4487166492458225,0.16517651228292643
1990,6,1990.46,0.4276882287522798,0.1681014260160148
1991,6,1991.46,0.4011753973485441,0.1779755755085068
1992,6,1992.46,0.3978104325664817,0.1798652538231843
1993,6,1993.46,0.4145912057049019,0.16752544692986374
1994,6,1994.46,0.41612844388695963,0.15635828239703656
1995,6,1995.46,0.3782866798437838,0.1499859825225203
1996,6,1996.46,0.4035449121043094,0.15275796874039085
1997,6,1997.46,0.4516875066568849,0.15550293389162187
1998,6,1998.46,0.47720103728310465,0.15795285323388325
1999,6,1999.46,0.46860151035823766,0.1577377500039674
2000,6,2000.46,0.4584754252018897,0.1482853753448833
2001,6,2001.46,0.4563025972801152,0.1445291557026564
2002,6,2002.46,0.47896105198838135,0.1434612071077255
2003,6,2003.46,0.5286073477320876,0.1411152730972427
2004,6,2004.46,0.6095255056660107,0.14196191690704738
2005,6,2005.46,0.7184015563771117,0.12863031992589105
2006,6,2006.46,0.7541165823533761,0.12845319509280492
2007,6,2007.46,0.7407656420559677,0.12905420055724726
2008,6,2008.46,0.6713288652894615,0.12373546846709775
2009,6,2009.46,0.6699774344380919,0.12245394983887178
2010,6,2010.46,0.9802760977037885,0.13788800665807438
2011,6,2011.46,1.485363062344409,0.12618765033587487
2012,6,2012.46,1.720678827989736,0.1292036214089706
2013,6,2013.46,1.7102933547530343,0.13793003762000564
2014,6,2014.46,1.6905214801429687,0.13832577127033424
2015,6,2015.46,1.7992309875478865,0.13643404520251018
2016,6,2016.46,2.116524833267899,0.1346947293965314
2017,6,2017.46,2.5732444186231684,0.13562770462730356
2018,6,2018.46,3.019710236927779,0.1433977142796528
2019,6,2019.46,3.3009081741385775,0.18973232278901944
2020,6,2020.46,3.376206526078318,0.26086104482895983
