# Global annual mole fraction for CFC-113a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:43.925774+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction,Global_annual_mole_fraction_1-sigma
1978,6,1978.46,0.05127612748886587,0.021467737058534365
1979,6,1979.46,0.06300954648459377,0.020954818129802162
1980,6,1980.46,0.07214316215665272,0.02004190463011591
1981,6,1981.46,0.07894830005884569,0.02003624732249273
1982,6,1982.46,0.08630656866764708,0.02034621823040495
1983,6,1983.46,0.09621705587682754,0.021067608495816473
1984,6,1984.46,0.10859972848366196,0.022118512601120778
1985,6,1985.46,0.122743030268876,0.02299027568731783
1986,6,1986.46,0.13750370596680708,0.02392646926681652
1987,6,1987.46,0.15141147944856773,0.025256647070339512
1988,6,1988.46,0.16396985130445363,0.02675612644119427
1989,6,1989.46,0.17553420122238092,0.027731790707023477
1990,6,1990.46,0.18622800537309733,0.027919398538052635
1991,6,1991.46,0.19591615770953,0.027087774947503866
1992,6,1992.46,0.20498158655095203,0.02593679664852338
1993,6,1993.46,0.2142141628989348,0.02528056391407665
1994,6,1994.46,0.22361855355213325,0.024959327188318035
1995,6,1995.46,0.23214358744977093,0.024739903522930734
1996,6,1996.46,0.24037056568510598,0.024789524436739273
1997,6,1997.46,0.24983425459039524,0.024999582040675143
1998,6,1998.46,0.2603779981856927,0.02508369676455475
1999,6,1999.46,0.27089136997649305,0.025133406758844356
2000,6,2000.46,0.2807928001077364,0.02525165180909393
2001,6,2001.46,0.2902770927188598,0.025219850214211664
2002,6,2002.46,0.29998537298066685,0.02493568999121985
2003,6,2003.46,0.3108295205027833,0.024677660208695842
2004,6,2004.46,0.32379021182156426,0.024539682991686858
2005,6,2005.46,0.3398227879461959,0.02477163343940535
2006,6,2006.46,0.3578371863341118,0.025024753667223957
2007,6,2007.46,0.3755899457419139,0.02539776258632622
2008,6,2008.46,0.39128776296743334,0.02595182510382045
2009,6,2009.46,0.40544195400436306,0.026375101255081454
2010,6,2010.46,0.4252893080093638,0.02681803809811884
2011,6,2011.46,0.459520302228525,0.02743670126892725
2012,6,2012.46,0.5054026245966562,0.028029425023425755
2013,6,2013.46,0.5530373208796705,0.028617002335978088
2014,6,2014.46,0.5983497212366017,0.0294466398546104
2015,6,2015.46,0.6441312095952386,0.030395681923028873
2016,6,2016.46,0.6966826239602044,0.03162079076068253
2017,6,2017.46,0.7618748936469325,0.03313439818164648
2018,6,2018.46,0.8411950606829808,0.03475569645955291
2019,6,2019.46,0.9306658335894507,0.036709592645491895
2020,6,2020.46,1.0232766931999175,0.0393550218050795
