# Global annual mole fraction Jan for CFC-113a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:43.933097+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,0.05733753272811307,0.021417529130096667
1979,12,1979.96,0.06796511582688024,0.02038344811353094
1980,12,1980.96,0.07567185359359692,0.019963672027553128
1981,12,1981.96,0.08235210352419246,0.020212308699310764
1982,12,1982.96,0.09094765389771765,0.02063130390632436
1983,12,1983.96,0.10218158627034711,0.021627281432771244
1984,12,1984.96,0.11552520811253451,0.022589082925575748
1985,12,1985.96,0.1301537785178047,0.023424463248505008
1986,12,1986.96,0.14463871491831606,0.024541833130563757
1987,12,1987.96,0.15781304142056427,0.026043108261576648
1988,12,1988.96,0.16982783191097206,0.02734559699346523
1989,12,1989.96,0.180968584984752,0.027913379440543885
1990,12,1990.96,0.1911791218472082,0.027645410950905377
1991,12,1991.96,0.20045022917268265,0.026458239451982918
1992,12,1992.96,0.209522586641856,0.025549150052492656
1993,12,1993.96,0.21892146172326277,0.025112307091142382
1994,12,1994.96,0.22805295589952188,0.024845608816989228
1995,12,1995.96,0.23613269821134408,0.02472129335407452
1996,12,1996.96,0.24490645570887018,0.02491779165661223
1997,12,1997.96,0.2550317995213182,0.025068770999389936
1998,12,1998.96,0.2657121082151152,0.02511309865137509
1999,12,1999.96,0.27591315132309263,0.025186859866192672
2000,12,2000.96,0.28556619136259953,0.025294535495298007
2001,12,2001.96,0.295052575238902,0.025089847073967723
2002,12,2002.96,0.3052255647077326,0.024805176482534587
2003,12,2003.96,0.3170165667344671,0.024600841832772103
2004,12,2004.96,0.3314132704344394,0.024605948073916094
2005,12,2005.96,0.34877844601162566,0.024958624059093774
2006,12,2006.96,0.3668437683460157,0.02515079141800544
2007,12,2007.96,0.3837708221722085,0.025710531243444523
2008,12,2008.96,0.39836419788925187,0.026181250275601312
2009,12,2009.96,0.4140623039024179,0.02659768295649317
2010,12,2010.96,0.44045444364606623,0.027121661954472777
2011,12,2011.96,0.4818422247553853,0.02776636191194554
2012,12,2012.96,0.5295767969970776,0.028310406891510775
2013,12,2013.96,0.5759540780832566,0.029014819076926084
2014,12,2014.96,0.62090892198231,0.02992654534871265
2015,12,2015.96,0.669241328671148,0.03095818136520706
2016,12,2016.96,0.7276604657598313,0.03237823262227099
2017,12,2017.96,0.8001003694803513,0.03394699781082318
2018,12,2018.96,0.8852617458134354,0.03566283701775412
2019,12,2019.96,0.9771289241278848,0.03794367974124141
