# Global annual mole fraction Jan for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:11.813826+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,16.24099883205967,1.1799171160947994
1979,12,1979.96,18.79665435995595,1.1348832405095672
1980,12,1980.96,21.828627148840976,1.1583133797159135
1981,12,1981.96,25.23228936302783,1.233213511318129
1982,12,1982.96,28.698834483377635,1.308593645455737
1983,12,1983.96,32.5470330828748,1.399282820905228
1984,12,1984.96,37.59158115661937,1.5235331303364805
1985,12,1985.96,43.829553853182695,1.6761736977380706
1986,12,1986.96,50.35709614752286,1.8360114521057807
1987,12,1987.96,56.990519220749356,1.9995987568726945
1988,12,1988.96,63.947607232481964,2.169401653920908
1989,12,1989.96,70.67990074962432,2.3353703934553818
1990,12,1990.96,76.12887392316016,2.472646689029194
1991,12,1991.96,80.01096065024815,2.583344607926127
1992,12,1992.96,82.73164622429782,2.664418052830806
1993,12,1993.96,84.11440598975331,2.691246222803842
1994,12,1994.96,84.56317758477869,2.6862351332352077
1995,12,1995.96,84.71248915696526,2.683871214711504
1996,12,1996.96,84.68429073370866,2.69227938074046
1997,12,1997.96,84.4849831513308,2.6957187783710075
1998,12,1998.96,84.1960065102114,2.672998979173579
1999,12,1999.96,83.82027140914272,2.6469224610062425
2000,12,2000.96,83.1829155552515,2.619618704500397
2001,12,2001.96,82.49139891539099,2.6014700579872887
2002,12,2002.96,81.75663136235558,2.5932540817438166
2003,12,2003.96,81.03415593183867,2.5594398662705453
2004,12,2004.96,80.3736792046911,2.5197218153143757
2005,12,2005.96,79.84212786527013,2.51422989274608
2006,12,2006.96,79.18514695780708,2.515374127048881
2007,12,2007.96,78.59700875660225,2.501325513388671
2008,12,2008.96,78.0336666044564,2.4810268429218945
2009,12,2009.96,77.35735588554607,2.4427680161793037
2010,12,2010.96,76.60724899851411,2.4052963382326387
2011,12,2011.96,75.7943595647073,2.3730330725349287
2012,12,2012.96,74.97276096184102,2.365635467586795
2013,12,2013.96,74.21116574860979,2.34714572885387
2014,12,2014.96,73.46093114716169,2.3226494085632696
2015,12,2015.96,72.69324601640965,2.3123032952228493
2016,12,2016.96,71.9212734863845,2.302079779435728
2017,12,2017.96,71.14045580605195,2.2872996357685564
2018,12,2018.96,70.36780625005223,2.274042498022925
2019,12,2019.96,69.60501005649276,2.284088090171591
