# Global annual mole fraction for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:11.806573+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction,Global_annual_mole_fraction_1-sigma
1978,6,1978.46,15.113845113481934,1.184957588496892
1979,6,1979.46,17.454334371297303,1.1560940603436727
1980,6,1980.46,20.247389580875847,1.1340708667991424
1981,6,1981.46,23.50215208032661,1.193070063427553
1982,6,1982.46,26.94632620343005,1.2688187134277842
1983,6,1983.46,30.512743957425837,1.349543984799017
1984,6,1984.46,34.88487388109789,1.456330431075762
1985,6,1985.46,40.60129789982384,1.5963247052110177
1986,6,1986.46,47.072905897352335,1.7547518925549974
1987,6,1987.46,53.63826388361511,1.9166871591769594
1988,6,1988.46,60.447154074364114,2.083490546662602
1989,6,1989.46,67.41483586732267,2.254277022150428
1990,6,1990.46,73.61064165517506,2.40775150220772
1991,6,1991.46,78.25780021477321,2.5311879254562233
1992,6,1992.46,81.55077919295776,2.629701852411691
1993,6,1993.46,83.59289356593963,2.6839487550907677
1994,6,1994.46,84.424890217228,2.6903602194633875
1995,6,1995.46,84.66845484173977,2.6836572507893997
1996,6,1996.46,84.72229434475928,2.686513371401745
1997,6,1997.46,84.60354154111916,2.696560119589487
1998,6,1998.46,84.3488730783276,2.6861888741894155
1999,6,1999.46,84.03505541362476,2.6595566733380087
2000,6,2000.46,83.52330871958412,2.6326809821831243
2001,6,2001.46,82.84266068654183,2.6078117236691543
2002,6,2002.46,82.12580573978404,2.5983790223540018
2003,6,2003.46,81.39094852228011,2.5788522124939544
2004,6,2004.46,80.68554059630979,2.536824012315748
2005,6,2005.46,80.11284804714813,2.5130001922220475
2006,6,2006.46,79.5175226039899,2.51525782096946
2007,6,2007.46,78.88004862285578,2.5093419398328067
2008,6,2008.46,78.32253017455173,2.4921257887362835
2009,6,2009.46,77.70958174137732,2.462970585561866
2010,6,2010.46,76.99107732599624,2.4230976235528634
2011,6,2011.46,76.204750578506,2.38619669571843
2012,6,2012.46,75.37815336951992,2.3677329844185078
2013,6,2013.46,74.587586645399,2.35729788649719
2014,6,2014.46,73.83755704744713,2.3333951014839265
2015,6,2015.46,73.07806454093443,2.3155173991744404
2016,6,2016.46,72.30800357053103,2.306878784940113
2017,6,2017.46,71.53050267610415,2.2945354699187197
2018,6,2018.46,70.75276118767297,2.279006502433541
2019,6,2019.46,69.98525578045194,2.272630035833946
2020,6,2020.46,69.2270742248316,2.3152988620713923
