# Semihemispheric annual emissions with no systematic uncertainty for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:11.867617+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1978,6,1978.46,46.792916532904776,6.280324153899592,8.525915744724403,8.003899383496337,173.1128296108057,200.61891898837948,57.91592594131027,34.50441842841349
1979,6,1979.46,56.99593167840001,7.729095886782627,9.14768745938399,8.63995215671545,173.3192839793358,200.6389868870235,57.796835418536574,34.55529114537823
1980,6,1980.46,68.14292280848551,10.210418531198707,10.228916740880605,9.732548231896363,172.18243478312485,200.49019909938997,57.85580521764531,34.60259565630752
1981,6,1981.46,77.58149282887463,12.978280200888477,11.424768743128851,10.836734509754512,172.12271245241547,200.58846170510378,57.61197796642606,34.58933614204672
1982,6,1982.46,75.83540614477339,14.968474139012956,12.3548735030881,11.735123132053033,172.10897650063472,200.57885123447804,57.68182121469125,34.52150897804432
1983,6,1983.46,82.01351824439666,16.248806505472007,13.49994595769933,12.462199419129517,172.3739059601776,200.4142310845958,57.63168380468944,34.488408791193365
1984,6,1984.46,114.17219991487771,19.644110910483157,15.040490648568605,13.413750162471048,172.9692096557112,200.47547434536648,57.758999984100356,34.58719824227776
1985,6,1985.46,148.86217734647087,23.974840885681648,17.45731365462893,14.448204832176286,173.55722986218728,200.46804175940864,57.722660116515605,34.58818107252674
1986,6,1986.46,149.46674326630097,29.002860507345535,20.402829466569926,17.0816271211902,173.69009751561958,200.41762091976977,57.72172442215936,34.4019357089487
1987,6,1987.46,148.57685857176884,32.8425663500546,21.779973645696888,18.265421198437,173.02445332030288,200.37709460216098,57.609904691757436,34.41645748025491
1988,6,1988.46,159.50885773610318,34.80190910078934,23.580376262661783,19.744691247264306,172.14005495812538,200.47877606216974,57.574302457140156,34.40180074670705
1989,6,1989.46,158.66015804911765,36.68136111533779,23.768733504137987,20.033918752508715,172.32543082517566,200.38533425116222,57.42576749050812,34.431115487892406
1990,6,1990.46,132.8737724968471,32.98574358035821,21.4492263943058,17.25355687787584,172.0543443553028,200.10897257316816,57.3960817257741,34.424889211922206
1991,6,1991.46,94.33480492144248,27.90202333834816,19.706103227750393,15.915987842723865,172.20991503675725,200.1399067509068,57.49963785485734,34.359407245675534
1992,6,1992.46,70.86018410312177,22.431028146903255,18.30275224607757,15.290344010300432,171.94700196994947,200.19311776246096,57.48093041432115,34.39525760658822
1993,6,1993.46,39.920726275863,15.740664958493928,14.982455836750924,13.469040226428305,171.3240834693712,200.17976087616785,57.38887787593496,34.4118511970825
1994,6,1994.46,18.1050075117971,11.058840371130204,11.776891602843833,11.411585510152713,171.20770320982544,200.28768070035946,57.52053757988164,34.255912628181825
1995,6,1995.46,13.619733663304542,8.571299929551984,9.755131567692544,9.882693844876288,171.6121357321481,200.20325819455326,57.4784589027435,34.420764013404344
1996,6,1996.46,13.578872645619468,5.586962331179463,7.224948780214716,7.8760449407096,172.31034782134222,200.1864094100903,57.42720878205285,34.38064025869041
1997,6,1997.46,9.880539740584522,2.88813173679721,6.658064283103925,7.462472450444294,173.00609503285327,199.85502697375642,57.61520693281215,34.37717444154624
1998,6,1998.46,9.557120979085854,1.2107369465244473,5.326091357403875,6.708781692503085,170.90265895821855,200.285378634284,57.368527791263176,34.45086635863626
1999,6,1999.46,8.178198780223301,0.9924947200635207,5.039653395416314,6.309497398892769,170.71595673185163,200.3777243673197,57.340529355051615,34.35605480292203
2000,6,2000.46,1.2881601308409387,0.11317958297032733,3.254070522877356,5.5850046962723345,173.07163372946178,200.06727508862045,57.21110047523938,34.35013601868247
2001,6,2001.46,0.7719570996331626,0.246960299446751,2.6767294152589387,4.9094086834392785,173.03564382723104,200.05526431049083,57.26402472322673,34.34331247569218
2002,6,2002.46,0.06512327341239432,0.03982095797086327,1.948118688508991,4.086151279647602,172.62106171638013,200.10068414490837,57.45240247315775,34.154623413917086
2003,6,2003.46,0.3116700117249609,0.06373168622473757,1.7647332626072885,3.694465017697986,172.11056971438137,200.12346462703556,57.270578344267314,33.980881395669726
2004,6,2004.46,2.485099134960905,0.03251450698601449,1.0329548321483573,2.9323266481375954,173.2345376457137,200.08084522481775,57.092928429700954,33.887336538914646
2005,6,2005.46,3.15927011595141,0.668662304194763,2.7837703779674494,5.198019600999942,173.14248220459407,199.95947534268169,57.20037366667492,33.91170566867628
2006,6,2006.46,0.5556795142619063,0.09681167038102716,1.6500373336799827,3.590659268190075,172.2249397938166,200.08614869863732,57.05127533497928,34.05332922957008
2007,6,2007.46,3.6798366010350922,0.48631560943518,1.5125198178451489,2.946129793624699,172.19997188934371,200.17143509941863,56.99522113444309,34.02883291091339
2008,6,2008.46,4.3017150724176805,0.6698366717579649,1.7401432543689606,3.0417432987657302,173.05540288186023,199.9534575111001,57.12999969478891,34.103862986349824
2009,6,2009.46,0.4787507814103646,0.28365585063983473,1.7458859869015224,3.146476856882385,173.50586055369072,199.93691029223166,57.04202792784119,34.016995830235025
2010,6,2010.46,0.0,1.3877787807814457e-17,1.1027800671580368,2.349015691748271,173.65374646997958,199.9416383330093,56.94738805581242,33.869207672549955
2011,6,2011.46,0.0,0.0,0.0,1.080253009233121,173.9116324605978,199.93410475184706,56.961836962701604,33.94849483246785
