# Semihemispheric modelled mole fractions for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-02-22 23:52:32.397272+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_modelled_mole_fractions_box0,Semihemispheric_modelled_mole_fractions_box1,Semihemispheric_modelled_mole_fractions_box2,Semihemispheric_modelled_mole_fractions_box3,Semihemispheric_modelled_mole_fractions_box4,Semihemispheric_modelled_mole_fractions_box5,Semihemispheric_modelled_mole_fractions_box6,Semihemispheric_modelled_mole_fractions_box7,Semihemispheric_modelled_mole_fractions_box8,Semihemispheric_modelled_mole_fractions_box9,Semihemispheric_modelled_mole_fractions_box10,Semihemispheric_modelled_mole_fractions_box11,Semihemispheric_modelled_mole_fractions_1-sigma_box0,Semihemispheric_modelled_mole_fractions_1-sigma_box1,Semihemispheric_modelled_mole_fractions_1-sigma_box2,Semihemispheric_modelled_mole_fractions_1-sigma_box3
1978,1,1978.0,15.477662079600238,14.696241674983717,13.428531104607067,13.272434720954486,14.899224108974419,14.393462916189439,13.294018914355878,13.145933770487733,9.776409758181032,9.63292568945063,9.489348285898204,9.448413264925598,5.10514883296094,4.930748007512788,1.7774786301399694,0.4367088529574499
1978,2,1978.08,15.67588995677429,14.934206341250627,13.695450592158332,13.41318736205038,15.015374352215671,14.497343732482388,13.461089024510041,13.246605313526238,9.901104881818027,9.747214837749297,9.590454098430133,9.537732714958265,4.7399589877216215,4.532133109724418,1.8412144632902574,0.44439112145393017
1978,3,1978.17,15.85011498731438,15.11436508960954,13.910382275375339,13.561615023872221,15.180577507261829,14.670054169955625,13.664911744939369,13.398203623933071,10.018160490621693,9.857518484382705,9.694933900924983,9.63920153138057,4.64224406523749,4.251785428551264,1.8982706799968154,0.4439430087949785
1978,4,1978.25,16.034296890768225,15.255122254018735,14.0279271238901,13.699312715073066,15.42561582392342,14.973207269523142,13.829100883004696,13.600074967611643,10.124132836793304,9.966085590847548,9.804404415795599,9.755752604909437,4.598484568743755,4.20335651192971,1.9484978099809651,0.44359798482691687
1978,5,1978.33,16.25375582306283,15.446742024709714,14.114605542615726,13.83859999138153,15.684879014171832,15.235145817717237,13.952365771231868,13.76426158152835,10.223402713045314,10.075974054264522,9.919372748040175,9.883681412727839,4.580803034141101,4.344424918764325,1.9992690219966278,0.4364686180159393
1978,6,1978.42,16.479945887458243,15.6613200103948,14.230761195935477,13.97711687056557,15.912419262255453,15.450335509710627,14.076703738167067,13.90177832060532,10.320369919710307,10.186523435938762,10.039343286277258,10.016145546083791,4.554256644338033,4.456787436663056,2.0421835129716257,0.4255957964482461
1978,7,1978.5,16.76330018663419,15.677235213242007,14.226595467695702,14.115856801901757,16.220947405720658,15.689137103864455,14.439678972979376,14.122334923452287,10.421088323501866,10.29966276648906,10.164171923626073,10.149578807726238,5.029782515235216,4.669256933290174,2.0793203955580766,0.4149575824296289
1978,8,1978.58,17.07426080042089,15.644719628794874,14.34615455856902,14.296467448875994,16.53317757174892,15.7523872995847,14.692164905236117,14.369514070504184,10.534633278882824,10.415400584365266,10.293165036885885,10.28330988958418,5.770785029950751,5.0640206769726825,1.9439778389035758,0.42356287415431265
1978,9,1978.67,17.34221626379863,15.709176758547674,14.527010051313283,14.488844751689742,16.782025847066365,15.814794935198602,14.849886115397968,14.558491499418059,10.661953028855645,10.533238375027372,10.418284346774927,10.411451605265896,6.282556858021118,5.327184666600128,1.804576182881915,0.4407141629682666
1978,10,1978.75,17.509731630261367,15.986733595280294,14.733672386938363,14.670331363546197,16.889367999454883,16.018326607560862,14.873873522459167,14.667378128973453,10.801038127484537,10.657007259698203,10.537232256424602,10.52908461001734,6.210357316455651,5.229059601969489,1.740129071069254,0.47142824708837866
1978,11,1978.83,17.62909579181376,16.32303579614026,14.878032819533642,14.810918365367058,17.007947534328583,16.313926084678663,14.962097629870943,14.763479767674736,10.94702297186656,10.790336448115994,10.65204061489966,10.633111530470169,5.760195868339797,4.981972076459167,1.8082052773710102,0.4726464563125139
1978,12,1978.92,17.788582291299335,16.58435865131566,15.005221040815872,14.937891164450809,17.1855242190827,16.57225368148564,15.104329775699357,14.889186172647529,11.098707450744968,10.931076526909843,10.76817326151345,10.729879744199348,5.480863564962334,4.884124378105325,1.8772844949112764,0.4632133567885251
1979,1,1979.0,18.00561765632018,16.976534661187255,15.310838139792486,15.101672827695463,17.280570608480517,16.60779359754977,15.145653422876217,14.96292812248031,11.250504520062659,11.070541272428478,10.884281489014615,10.82668020742763,5.0301374201874385,4.844501041400456,1.8198229940145663,0.46907304563679314
1979,2,1979.08,18.206488602863566,17.27084003353006,15.650075348824906,15.273193336432167,17.39498647851533,16.72636136984224,15.349839343451768,15.084996367878048,11.393999475395471,11.202209852626119,11.000113604972368,10.928771167294368,4.665868859195768,4.433938844767861,1.8715229251670822,0.4788871618232533
1979,3,1979.17,18.391815220582064,17.480203958687376,15.91809520399671,15.455519789167658,17.574768906155835,16.92668005476336,15.604697554856953,15.271720002289443,11.528288570715725,11.329166317894627,11.120481174796584,11.045261310508812,4.5719996196075785,4.155085883870631,1.9184045692417158,0.4846402625421374
1979,4,1979.25,18.59570682177822,17.636033383238114,16.05455891072251,15.627032428206741,17.85873700294147,17.29314658188844,15.813317060008384,15.519419383531515,11.64982514989757,11.45434357315527,11.247082080261274,11.179656567755675,4.529885315056491,4.115678035059272,1.969368538907918,0.4915588274951875
1979,5,1979.33,18.847487335027584,17.856908170039624,16.15237365080575,15.799579364807748,18.16275739674207,17.605143767320293,15.962907374785228,15.721387178589364,11.76407241044793,11.581505729866182,11.38030082896458,11.32766970945511,4.510145047309863,4.262958970742938,2.022980514502668,0.4926536315586823
1979,6,1979.42,19.10977013058457,18.10703460318657,16.289378604567798,15.96928702563564,18.427689181290013,17.856787345894706,16.111103514856794,15.889023905460208,11.875979444402054,11.709504976196959,11.519364843964798,11.481216084730459,4.480069033014076,4.3795023691371195,2.0662753525053588,0.4903472505068725
1979,7,1979.5,19.44291730067504,18.1020338233833,16.279986921990634,16.13948301282064,18.793456015499412,18.141798253557674,16.560727992483756,16.159254221594445,11.992511448372627,11.840685564328359,11.664469259732575,11.63619690000079,4.957288231814978,4.608916487128832,2.1091933774547575,0.491293252877574
1979,8,1979.58,19.809776966683984,18.039140794459914,16.428639024380143,16.362338577556443,19.162711773290585,18.20024959893014,16.87030621770662,16.463785143737063,12.124265593617443,11.974945611952514,11.815100044009016,11.792224878810632,5.700837028571252,5.018570951865032,1.9756102860583333,0.5012822938124332
1979,9,1979.67,20.1234407215625,18.102681198535848,16.651302394787997,16.598960756888424,19.452579667315767,18.258051684092745,17.058841889970534,16.69448901412623,12.271983335422421,12.111438998200972,11.96126295337732,11.942282697526302,6.213284436729526,5.28845027009998,1.8337943392616205,0.5081205634475783
1979,10,1979.75,20.313785487564864,18.435081048396064,16.900161375531265,16.819741755208522,19.568298772929285,18.491335635802123,17.08369184001485,16.82599078905061,12.433079110097944,12.254847563106434,12.100157326337154,12.080373957604197,6.140408987615346,5.189878834744929,1.7645053630217475,0.5262790495892442
1979,11,1979.83,20.44578792767698,18.839925456579852,17.070871388437254,16.988664626160546,19.699176506588344,18.84264849213896,17.186259303910735,16.940403671291076,12.601850481163092,12.409594995829558,12.23412280010817,12.2026691015152,5.687968597882874,4.940116908358025,1.83128509472836,0.5272398914895536
1979,12,1979.92,20.628123073871308,19.150943448667924,17.221258774860285,17.140206076490617,19.904139152392855,19.149184039395557,17.354690749421714,17.090052159186058,12.777282489829297,12.57311909375102,12.369718664270769,12.316518066651769,5.405701446231715,4.841684878783685,1.900576472629253,0.5235099012640497
1980,1,1980.0,20.90074196641516,19.624582823186334,17.589544881683675,17.331021700314096,20.01424775549931,19.18770655108671,17.39428011468763,17.176612704003475,12.953017888712367,12.735173625164801,12.505220248608971,12.430311590619974,4.961614996882147,4.80020287490678,1.8299039081024628,0.5305719395168047
1980,2,1980.08,21.160424514133506,19.984792067374432,17.997417308701838,17.529675435287125,20.159755558202594,19.331939570706083,17.634100398432583,17.317367298228838,13.119492773661408,12.88819842242527,12.640258827048386,12.549944259323626,4.610503342488399,4.390255157959091,1.8681454373318949,0.5387817210395259
1980,3,1980.17,21.395142372276702,20.243389166970815,18.318827667427488,17.742907948806884,20.384980353628354,19.57776826579826,17.937747986788484,17.53636389366172,13.275938148469267,13.036216671117872,12.780772842089897,12.686054218120443,4.527802166505199,4.11672610636099,1.9093169914831716,0.5412369496800187
1980,4,1980.25,21.649874777063527,20.435719820211492,18.476615501299733,17.945438053205027,20.737724227889256,20.028249601998077,18.19018462204361,17.82874757167239,13.418363526496847,13.182824734031636,12.928776568506075,12.842870377197931,4.494637391963619,4.085042779434076,1.9640337250227864,0.5435274871195729
1980,5,1980.33,21.962164831562713,20.70768454648154,18.587878125289432,18.149577020124553,21.114015811768674,20.412296623554173,18.367662658940702,18.067980696399285,13.553249964248062,13.332491431444545,13.084699030116477,13.015576144189867,4.482212430708221,4.239883272294716,2.022463675589291,0.5431877395995283
1980,6,1980.42,22.286579936656533,21.015818099334496,18.748650432071333,18.350061666565423,21.441274686685148,20.721885235508594,18.542323850075707,18.265997698072805,13.68607449200641,13.483547547631922,13.247555124268718,13.194822223083216,4.458873839404508,4.363419743372624,2.0675536629920193,0.5430784001489878
1980,7,1980.5,22.700281264653757,20.997713129707087,18.73191530717754,18.55285977979983,21.895634593122885,21.071933890507584,19.093783916984545,18.591295727899883,13.824854997176313,13.638714027141726,13.417971552803321,13.376018359194306,4.941476479032728,4.595635521839838,2.117319791895079,0.5462840278656296
1980,8,1980.58,23.155925703487995,20.906195222108924,18.91347298576553,18.822534420406036,22.353867959349625,21.134268013810726,19.47186941462835,18.961735921916638,13.982010056348747,13.797652718095957,13.595673033517171,13.559217610566112,5.688080734800408,5.005899057754609,1.983740488858844,0.5499140038300433
1980,9,1980.67,23.543732100678042,20.97575562985354,19.184857941926698,19.109681598584437,22.711357899728693,21.196705125411036,19.69895369825809,19.2412564530031,14.157922031893555,13.95916181672714,13.768380598408829,13.736142176955612,6.202908066967162,5.276986972996793,1.838625355878815,0.5486037311895968
1980,10,1980.75,23.775217614838866,21.38832120269293,19.483939821356408,19.376047823337622,22.84778043307904,21.478597599084793,19.724867934536555,19.398561568836556,14.34916959356235,14.12894516051546,13.93268380150498,13.899548673181814,6.133555370973217,5.183563306188197,1.7659804154513896,0.5624807741746881
1980,11,1980.83,23.93251821957234,21.891906948381887,19.68551297862316,19.57761157536183,23.00298494416494,21.91221600964966,19.845428198874984,19.533773708847384,14.548917347723961,14.312406839819094,14.091259419394428,14.044708430246104,5.686274840739399,4.94114551792322,1.8325137823187796,0.5675637758428149
1980,12,1980.92,24.15331177975633,22.27562483622741,19.86348152805742,19.75779487446509,23.252297313958483,22.290209699846667,20.047143852085124,19.711934807741812,14.756525638162675,14.506411050964136,14.252018531878447,14.180182058645954,5.4091219584635555,4.848671188364534,1.9021422732031126,0.5706239417501243
1981,1,1981.0,24.450241333350725,22.85796769327859,20.313854359962768,19.982227242822336,23.372755386953052,22.334582777886688,20.079142770163415,19.812992507807547,14.964562098537787,14.698683670393454,14.412667549548805,14.315649739279197,4.969250193099022,4.819743210852568,1.8270800255690405,0.5888199136655887
1981,2,1981.08,24.720768125184204,23.288390847124806,20.810011604206498,20.215225601041897,23.518809390513148,22.495760188154605,20.362698521572256,19.976256851609772,15.161087252521437,14.879854510944744,14.572575254519124,14.457682403063881,4.620073621197016,4.421322160304546,1.8643941979808663,0.6088096135074692
1981,3,1981.17,24.97359037284353,23.584572896235294,21.19576006568362,20.467124376320843,23.765182829852886,22.776826183671474,20.727581793737254,20.23569534428679,15.345347163508249,15.054815073340693,14.739057613295616,14.61876312818793,4.537481973750855,4.154039848510147,1.9075763824513838,0.6203914854610245
1981,4,1981.25,25.256112657861344,23.79658720508195,21.374575847292395,20.708113192888327,24.170295505075025,23.309443836880032,21.032489256165356,20.583302882860767,15.513112945963016,15.22804617488114,14.914310623878862,14.80393812751481,4.504681991386385,4.1246875150235995,1.9649390586962887,0.6299784343251588
1981,5,1981.33,25.611905853892722,24.106739805695906,21.49671783286804,20.950461135284755,24.60608696510854,23.758726828226344,21.240041266736753,20.867212399667178,15.672265977252597,15.404946284720307,15.098671311317407,15.007649867205725,4.493686917268106,4.28276790739879,2.025722737464705,0.6364586180981524
1981,6,1981.42,25.984308672588107,24.461410127700663,21.68096447562898,21.186943364842218,24.98286620668913,24.115907904144073,21.44205202387729,21.100108756003376,15.82903816495422,15.583237054547622,15.29084012586925,15.218911784937484,4.472461543286738,4.410510955264481,2.0723920205757347,0.6425811251566478
