# Semihemispheric annual emissions for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:11.860564+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1978,6,1978.46,46.792916532904776,6.280324153899592,8.525915744724403,8.003899383496337,167.54254443640224,192.58984253700814,59.66479750697983,35.07369667541218
1979,6,1979.46,56.99593167840001,7.729095886782627,9.14768745938399,8.63995215671545,167.04457409571862,192.7675799099637,59.51003804271564,35.178091615351015
1980,6,1980.46,68.14292280848551,10.210418531198707,10.228916740880605,9.732548231896363,166.71539312335238,192.78908965065634,59.40084252796012,35.32503754677679
1981,6,1981.46,77.58149282887463,12.978280200888477,11.424768743128851,10.836734509754512,167.21018015075265,192.6623176950688,59.3360748964735,35.30588979911879
1982,6,1982.46,75.83540614477339,14.968474139012956,12.3548735030881,11.735123132053033,166.80519931973998,192.67367692437182,59.11028567692627,35.193742372538246
1983,6,1983.46,82.01351824439666,16.248806505472007,13.49994595769933,12.462199419129517,167.30351190145396,192.49117878581364,59.0287018648338,35.18234232416723
1984,6,1984.46,114.17219991487771,19.644110910483157,15.040490648568605,13.413750162471048,167.47923566637022,192.3443374697066,58.94703545171898,35.23307998638508
1985,6,1985.46,148.86217734647087,23.974840885681648,17.45731365462893,14.448204832176286,167.49180687897186,192.0690568420139,58.912388732421654,35.151778032849705
1986,6,1986.46,149.46674326630097,29.002860507345535,20.402829466569926,17.0816271211902,166.95060303047228,192.19237092628558,59.0587089280604,34.934961573652004
1987,6,1987.46,148.57685857176884,32.8425663500546,21.779973645696888,18.265421198437,166.40641472160993,192.25728084164464,59.05301874788865,35.023127684642496
1988,6,1988.46,159.50885773610318,34.80190910078934,23.580376262661783,19.744691247264306,166.16680592231063,192.26864802139764,58.93734000458908,34.9726451098094
1989,6,1989.46,158.66015804911765,36.68136111533779,23.768733504137987,20.033918752508715,166.57170170771113,192.21626421633434,58.78525197647201,34.8710975149679
1990,6,1990.46,132.8737724968471,32.98574358035821,21.4492263943058,17.25355687787584,166.4948317944847,192.38791698936137,58.71512435048899,34.80153712326691
1991,6,1991.46,94.33480492144248,27.90202333834816,19.706103227750393,15.915987842723865,166.62910587001411,192.56618885951534,58.82463048362385,34.850550107672
1992,6,1992.46,70.86018410312177,22.431028146903255,18.30275224607757,15.290344010300432,166.30179065880182,192.4105386996235,58.796711992945205,34.9939439176461
1993,6,1993.46,39.920726275863,15.740664958493928,14.982455836750924,13.469040226428305,165.73744094934528,192.50484209107424,58.74167521274569,35.07294693119098
1994,6,1994.46,18.1050075117971,11.058840371130204,11.776891602843833,11.411585510152713,165.36814711307824,192.63421656671036,58.82312254579646,35.08781739807721
1995,6,1995.46,13.619733663304542,8.571299929551984,9.755131567692544,9.882693844876288,166.03573966473587,192.55604153602494,58.78040528865178,35.00579037233934
1996,6,1996.46,13.578872645619468,5.586962331179463,7.224948780214716,7.8760449407096,167.38073969940447,192.31990498658857,58.79591501096569,34.88533408949677
1997,6,1997.46,9.880539740584522,2.88813173679721,6.658064283103925,7.462472450444294,167.56041331701547,192.3788645048157,58.820425406653044,34.917007602433145
1998,6,1998.46,9.557120979085854,1.2107369465244473,5.326091357403875,6.708781692503085,165.43898956480334,192.75723646827703,58.69258950297733,34.8985379000307
1999,6,1999.46,8.178198780223301,0.9924947200635207,5.039653395416314,6.309497398892769,164.67110108935879,192.92031843785688,58.716107908909215,34.81048973621039
2000,6,2000.46,1.2881601308409387,0.11317958297032733,3.254070522877356,5.5850046962723345,167.0391709858448,192.77682618359728,58.73041265701952,34.88711947786739
2001,6,2001.46,0.7719570996331626,0.246960299446751,2.6767294152589387,4.9094086834392785,167.71522326922386,192.5787590024668,58.67684355935538,35.04070823117329
2002,6,2002.46,0.06512327341239432,0.03982095797086327,1.948118688508991,4.086151279647602,166.94987341126506,192.73076196096315,58.88164513787019,34.81247991697545
2003,6,2003.46,0.3116700117249609,0.06373168622473757,1.7647332626072885,3.694465017697986,166.77962412499633,192.8574773830356,58.89120592095432,34.555820775262234
2004,6,2004.46,2.485099134960905,0.03251450698601449,1.0329548321483573,2.9323266481375954,166.74874532982648,192.66105407778315,58.70016364944046,34.406024057155676
2005,6,2005.46,3.15927011595141,0.668662304194763,2.7837703779674494,5.198019600999942,166.6025660445463,192.675212099961,58.772836115356505,34.39673060593077
2006,6,2006.46,0.5556795142619063,0.09681167038102716,1.6500373336799827,3.590659268190075,166.42925771986958,192.86758846479782,58.49226903672691,34.53400945069972
2007,6,2007.46,3.6798366010350922,0.48631560943518,1.5125198178451489,2.946129793624699,166.12510736885406,193.23134562068557,58.536640158195034,34.36202463477471
2008,6,2008.46,4.3017150724176805,0.6698366717579649,1.7401432543689606,3.0417432987657302,167.23804518574178,192.98550595403077,58.54102037510145,34.35803306088286
2009,6,2009.46,0.4787507814103646,0.28365585063983473,1.7458859869015224,3.146476856882385,167.92813042233252,193.15306084300786,58.46735601627411,34.45759025298135
2010,6,2010.46,0.0,1.3877787807814457e-17,1.1027800671580368,2.349015691748271,168.2925178856283,193.35025758132616,58.59237697928019,34.53011651702461
2011,6,2011.46,0.0,0.0,0.0,1.080253009233121,167.94223279353372,193.47097623794107,58.56504456144454,34.74088931686506
2012,6,2012.46,0.0002590687337198083,3.469446951953614e-18,1.734723475976807e-18,0.11171743048728174,168.2752109540757,193.66747282799793,58.420829298239234,34.865157200420136
2013,6,2013.46,2.7755575615628914e-17,0.06636838318591388,0.6143760004061865,1.1614554178555905,168.2413797276808,193.50514103332645,58.36811722758152,34.67960782769452
2014,6,2014.46,0.0,-1.734723475976807e-18,0.3341220303182238,1.4900225811157168,168.10723334570835,193.61744053674087,58.27439158481283,34.67194697202232
2015,6,2015.46,1.3877787807814457e-17,-1.734723475976807e-18,8.673617379884035e-19,0.9357544104861651,168.28200174751188,193.6027937432421,58.41468164943963,34.817703475024985
2016,6,2016.46,1.0408340855860843e-17,-4.336808689942018e-19,2.168404344971009e-19,0.6583750110756926,168.94119725176128,193.76049228985167,58.2893709372657,34.7942970452552
2017,6,2017.46,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,169.05163876115557,193.866758266293,58.208509018893785,34.466815468058314
2018,6,2018.46,0.0,0.0,-2.168404344971009e-19,1.0842021724855044e-19,168.6580408863145,193.9042889536316,58.267484879636925,34.57192840433597
2019,6,2019.46,-3.469446951953614e-18,0.0,0.0,1.0842021724855044e-19,169.30912518948378,194.08259142382494,58.323350069422624,34.53162772278189
2020,6,2020.46,3.469446951953614e-18,2.168404344971009e-19,0.0,0.0,169.87283589359387,194.1146027638633,58.32768185597003,34.57002408707467
