# Global mole fraction growth rate for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:20:11.820220+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_mole_fraction_growth_rate,Global_mole_fraction_growth_rate_1-sigma
1978,1,1978.04,1.9401054869773053,0.24842009435494425
1978,2,1978.12,1.977998185362761,0.24358388498777983
1978,3,1978.21,2.0152272712390737,0.24112534792273527
1978,4,1978.29,2.05242697482681,0.23978343392842213
1978,5,1978.37,2.089886255405079,0.23809621630497704
1978,6,1978.46,2.1275479067458862,0.23487099470878162
1978,7,1978.54,2.1652438630441395,0.22943738053451412
1978,8,1978.62,2.202553761885128,0.22212368336194904
1978,9,1978.71,2.2391212400055744,0.21419054968425436
1978,10,1978.79,2.274780518017031,0.20740107692226872
1978,11,1978.87,2.309748157200432,0.2035105601115468
1978,12,1978.96,2.344111164056233,0.2037504717590553
1979,1,1979.04,2.377631850322776,0.20843294101586082
1979,2,1979.12,2.4105233650052473,0.21662116140551488
1979,3,1979.21,2.4435744506524886,0.22658382874792002
1979,4,1979.29,2.477905907228943,0.23644451781795336
1979,5,1979.37,2.51411158549568,0.24464829524745063
1979,6,1979.46,2.552260741079165,0.25024540216268487
1979,7,1979.54,2.592199318922789,0.25295609323176876
1979,8,1979.62,2.633266153552561,0.25340355573021256
1979,9,1979.71,2.67474179252912,0.2527598642349991
1979,10,1979.79,2.7160555323887836,0.2522989263647661
1979,11,1979.87,2.7570729379521173,0.2530626223116358
1979,12,1979.96,2.797498297994306,0.25560468282756404
1980,1,1980.04,2.8366360382252664,0.2598346236470521
1980,2,1980.12,2.8744178681153016,0.26508659353905084
1980,3,1980.21,2.911522394218855,0.27031405561207594
1980,4,1980.29,2.9490379572512246,0.2743363054952064
1980,5,1980.37,2.98751092201367,0.27609588075415814
1980,6,1980.46,3.026973035043136,0.2749782596359911
1980,7,1980.54,3.067289041131135,0.27092365630307436
1980,8,1980.62,3.1076645373343568,0.26440490386441307
1980,9,1980.71,3.1471876867842816,0.2563249498801706
1980,10,1980.79,3.1851229513123775,0.24784413252366277
1980,11,1980.87,3.2212300624218315,0.2402153664820453
1980,12,1980.96,3.255047687043733,0.23445884086276036
1981,1,1981.04,3.2856177159050604,0.23103097732516942
1981,2,1981.12,3.312700646644872,0.22987500539995198
1981,3,1981.21,3.336811342799432,0.23037043016625217
1981,4,1981.29,3.35878251639294,0.23151410594737018
1981,5,1981.37,3.37891699607859,0.23222114389770818
1981,6,1981.46,3.397153790104418,0.2317343907397795
1981,7,1981.54,3.4134398312524272,0.22985609043108565
1981,8,1981.62,3.427059728449306,0.2269204011154338
1981,9,1981.71,3.437341601676859,0.22381444807668527
1981,10,1981.79,3.4440556057403944,0.22171107768874837
