# Semihemispheric mole fraction growth rate for CFC-112 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:19:25.219756+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
1978,1,1978.04,0.006454569493853637,0.005773484416726046,0.005099974040531666,0.005004632838931208,0.003257285485176729,0.0025508854389830835,0.0021770214966902656,0.002140718197727588
1978,2,1978.12,0.006584421393190553,0.005885446373407048,0.005172474701422767,0.005071740939952483,0.0033364458368688194,0.0024141854144049697,0.002082886456077752,0.0020955495973582284
1978,3,1978.21,0.006711184552371482,0.006002318333015589,0.00524522023092655,0.005139040090342735,0.003397999362733542,0.0022947619539485016,0.0019976609873866608,0.002052604600653062
1978,4,1978.29,0.006837182500667357,0.006124943685018968,0.005317048530094061,0.005208317724973377,0.0034362129170339606,0.0022415153953306804,0.00195144982069372,0.0020104822179250357
1978,5,1978.37,0.006963694761075747,0.006250425108081777,0.005390042784177505,0.005280570784150307,0.0034600643258019454,0.0022681807553015555,0.0019203531715954825,0.0019685056620758106
1978,6,1978.46,0.007091451572688022,0.006374035832031531,0.00546794492469348,0.005356032386399236,0.003466664879342042,0.0023264147117500883,0.0018716435955393176,0.001923432342638581
1978,7,1978.54,0.007221362811020137,0.006490772831797371,0.005554711123597067,0.005434529432576541,0.0034083840364375795,0.0023433065000522868,0.00179992680028745,0.0018711922734845805
1978,8,1978.62,0.00735454407655399,0.006600210543678642,0.005649240769308216,0.005516083711174852,0.0032709856087004283,0.002307050785116347,0.0017226179761244513,0.0018101097830539648
1978,9,1978.71,0.007491666618995379,0.006704761909885237,0.005746873330838367,0.005600918937205802,0.0031569965028625155,0.002277599428527072,0.001657328568639261,0.0017423593244330654
1978,10,1978.79,0.0076329192492862056,0.006807313880518086,0.005842000056304895,0.005689445004156913,0.003176249894944579,0.002288919580270422,0.0016134000687682611,0.0016741595900620608
1978,11,1978.87,0.007776458124083098,0.006908890809575029,0.005933904493078763,0.005781502444001223,0.0032965694629794188,0.0023116730748628314,0.0015901055471754775,0.0016123567128949648
1978,12,1978.96,0.007918572531318975,0.007010507163801722,0.006024211783938663,0.00587569425581183,0.0034300419202447736,0.002316014875332196,0.001571412040331071,0.001558990813971795
