# Global annual mole fraction for CFC-112 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:19:25.195243+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction,Global_annual_mole_fraction_1-sigma
1978,6,1978.46,0.08855088091654338,0.010276206021506832
1979,6,1979.46,0.09525287352830032,0.010478249535786872
1980,6,1980.46,0.10318086085978477,0.01044546835241222
1981,6,1981.46,0.11240812833882023,0.010569621306981082
1982,6,1982.46,0.1233042299675524,0.010721955850669752
1983,6,1983.46,0.1366792333978076,0.010758448935393438
1984,6,1984.46,0.1533541574823986,0.010826722680497258
1985,6,1985.46,0.1741582904080247,0.01121293476008705
1986,6,1986.46,0.201492229066894,0.011881567359870154
1987,6,1987.46,0.23443558262563458,0.012575483774839566
1988,6,1988.46,0.26829862849144265,0.013244732391061649
1989,6,1989.46,0.30170795545609824,0.01399481103285882
1990,6,1990.46,0.3368518654407748,0.014827708704952446
1991,6,1991.46,0.37922619213074654,0.01571461805594299
1992,6,1992.46,0.4339617824663579,0.01684075557662944
1993,6,1993.46,0.4716217827783948,0.017643406884648112
1994,6,1994.46,0.4858580119898283,0.017846926660941023
1995,6,1995.46,0.4951073902898577,0.017922000567259937
1996,6,1996.46,0.4991590670797951,0.017978591920380434
1997,6,1997.46,0.4986500835760077,0.018078103287738147
1998,6,1998.46,0.4948981540632426,0.018038903584140155
1999,6,1999.46,0.49040060676052266,0.017867285233621005
2000,6,2000.46,0.48628806254600887,0.01777204322413016
2001,6,2001.46,0.4825331748851958,0.017832531695362763
2002,6,2002.46,0.47860228414991496,0.017878568964278543
2003,6,2003.46,0.4739216394296351,0.01773656345744744
2004,6,2004.46,0.4687910624068749,0.017544636414560857
2005,6,2005.46,0.4642863906823886,0.017415308215809718
2006,6,2006.46,0.46103598229848264,0.01737786851690058
2007,6,2007.46,0.45888619999059815,0.01746931082219911
2008,6,2008.46,0.4571555165183938,0.017536876549302527
2009,6,2009.46,0.4550813861512571,0.017520642669402016
2010,6,2010.46,0.4519563887307523,0.017487724697222057
2011,6,2011.46,0.44687666216315153,0.01730996853517745
2012,6,2012.46,0.44097858696977493,0.017097620450744113
2013,6,2013.46,0.43562743158451206,0.016927861213633114
2014,6,2014.46,0.429992555745111,0.016655276082129456
2015,6,2015.46,0.4237257701014281,0.016437331392044622
2016,6,2016.46,0.41716937666648746,0.01637155501557897
2017,6,2017.46,0.41055601407676573,0.016350443154407864
2018,6,2018.46,0.40406437956315006,0.016346492227777957
2019,6,2019.46,0.39770145105801835,0.016355713063107003
2020,6,2020.46,0.3914530025376386,0.016493358582571314
