# Global annual emissions with no systematic uncertainty for CFC-112 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:19:25.240546+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions_with_no_systematic_uncertainty,Global_annual_emissions_with_no_systematic_uncertainty_1-sigma
1978,6,1978.46,0.2459699644434704,0.06925841047044701
1979,6,1979.46,0.28960152568743874,0.06700306199551537
1980,6,1980.46,0.3312603037402289,0.07225707649558694
1981,6,1981.46,0.3821777476204718,0.06549453180837032
1982,6,1982.46,0.44842794103877837,0.06513323278705196
1983,6,1983.46,0.5506945427017643,0.06723394945856083
1984,6,1984.46,0.6733536057615367,0.07214706407853119
1985,6,1985.46,0.8327211388331358,0.06990220717752364
1986,6,1986.46,1.105161510823995,0.06680105695208313
1987,6,1987.46,1.2403909929093346,0.06588593769122493
1988,6,1988.46,1.2422424695193082,0.06644889275828689
1989,6,1989.46,1.2749792657065027,0.06675607419970135
1990,6,1990.46,1.391830610132941,0.06696134229639489
1991,6,1991.46,1.746953938215693,0.06736034614634857
1992,6,1992.46,2.203179858224803,0.06789454444002535
1993,6,1993.46,0.929776387684505,0.06619806415696484
1994,6,1994.46,0.7689827588264141,0.06894649064854988
1995,6,1995.46,0.5576114818031003,0.0684523195387533
1996,6,1996.46,0.3969861354696241,0.06906521527120181
1997,6,1997.46,0.2320688854918713,0.060853360840650406
1998,6,1998.46,0.14919777599026182,0.060641567013355505
1999,6,1999.46,0.13975283634080488,0.0648062568541848
2000,6,2000.46,0.14054111055759405,0.05698590774716248
2001,6,2001.46,0.14239337872358468,0.059655130264735956
2002,6,2002.46,0.1197441273246807,0.05709062339651811
2003,6,2003.46,0.08925574518620906,0.05753135241574304
2004,6,2004.46,0.08130274858643043,0.057226009494676246
2005,6,2005.46,0.11408513002061295,0.06309768316477055
2006,6,2006.46,0.15049098664402918,0.06289575800214195
2007,6,2007.46,0.18041980158746562,0.06357757104157863
2008,6,2008.46,0.1805906975388509,0.06744258951846378
2009,6,2009.46,0.16380796489451724,0.06343371814344405
2010,6,2010.46,0.11873894910166845,0.06504576826823216
2011,6,2011.46,0.04279102904891292,0.06066381424396452
2012,6,2012.46,0.05196163723972206,0.060383179599689925
2013,6,2013.46,0.06131375975379624,0.0598506416518864
2014,6,2014.46,0.029368075169350208,0.061221162182995656
2015,6,2015.46,0.014432901985212297,0.05960129316079566
2016,6,2016.46,0.0018869915328560162,0.0577146662186971
2017,6,2017.46,0.0,0.058341915917161834
2018,6,2018.46,0.0,0.06475777516919455
2019,6,2019.46,0.0,0.07511639421594056
2020,6,2020.46,0.0,0.10856560864705883
