# AGAGE data for CFC-115
# Created by lw13938 on 2022-08-17 21:48:10.505171
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# JFJ 
#   1. Medusa
#------------------
# MHD 
#   1. Medusa
#------------------
# THD 
#   1. Medusa
#------------------
# SMO 
#   1. Medusa
#------------------
# CGO 
#   1. Medusa
#   3. Archive
#  Instruments combined in above order of preference
#------------------
# SCALE: SIO-05
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
1978-04-01,,,,1.0847,,,,0.020647518010647188,,,,CGO,||,,,Archive
1978-05-01,,,,,,,,,,,,,||,,,
1978-06-01,,,,,,,,,,,,,||,,,
1978-07-01,,,,1.1337,,,,0.018667619023324852,,,,CGO,||,,,Archive
1978-08-01,,,,1.1928,,,,0.018101933598375617,,,,CGO,||,,,Archive
1978-09-01,,,,,,,,,,,,,||,,,
1978-10-01,,,,,,,,,,,,,||,,,
1978-11-01,,,,,,,,,,,,,||,,,
1978-12-01,,,,,,,,,,,,,||,,,
1979-01-01,,,,,,,,,,,,,||,,,
1979-02-01,,,,1.2586,,,,0.00848528137423857,,,,CGO,||,,,Archive
1979-03-01,,,,,,,,,,,,,||,,,
1979-04-01,,,,,,,,,,,,,||,,,
1979-05-01,,,,,,,,,,,,,||,,,
1979-06-01,,,,,,,,,,,,,||,,,
1979-07-01,,,,,,,,,,,,,||,,,
1979-08-01,,,,,,,,,,,,,||,,,
1979-09-01,,,,,,,,,,,,,||,,,
1979-10-01,,,,,,,,,,,,,||,,,
1979-11-01,,,,,,,,,,,,,||,,,
1979-12-01,,,,,,,,,,,,,||,,,
1980-01-01,,,,,,,,,,,,,||,,,
1980-02-01,,,,,,,,,,,,,||,,,
1980-03-01,,,,,,,,,,,,,||,,,
1980-04-01,,,,,,,,,,,,,||,,,
1980-05-01,,,,,,,,,,,,,||,,,
1980-06-01,,,,,,,,,,,,,||,,,
1980-07-01,,,,,,,,,,,,,||,,,
1980-08-01,,,,,,,,,,,,,||,,,
1980-09-01,,,,,,,,,,,,,||,,,
1980-10-01,,,,,,,,,,,,,||,,,
1980-11-01,,,,,,,,,,,,,||,,,
1980-12-01,,,,,,,,,,,,,||,,,
1981-01-01,,,,,,,,,,,,,||,,,
1981-02-01,,,,,,,,,,,,,||,,,
1981-03-01,,,,,,,,,,,,,||,,,
1981-04-01,,,,,,,,,,,,,||,,,
1981-05-01,,,,1.8185,,,,0.02588010819142764,,,,CGO,||,,,Archive
1981-06-01,,,,,,,,,,,,,||,,,
1981-07-01,,,,,,,,,,,,,||,,,
1981-08-01,,,,,,,,,,,,,||,,,
1981-09-01,,,,,,,,,,,,,||,,,
1981-10-01,,,,,,,,,,,,,||,,,
1981-11-01,,,,,,,,,,,,,||,,,
1981-12-01,,,,,,,,,,,,,||,,,
1982-01-01,,,,,,,,,,,,,||,,,
1982-02-01,,,,,,,,,,,,,||,,,
1982-03-01,,,,,,,,,,,,,||,,,
1982-04-01,,,,,,,,,,,,,||,,,
1982-05-01,,,,,,,,,,,,,||,,,
1982-06-01,,,,,,,,,,,,,||,,,
1982-07-01,,,,,,,,,,,,,||,,,
1982-08-01,,,,,,,,,,,,,||,,,
1982-09-01,,,,,,,,,,,,,||,,,
1982-10-01,,,,,,,,,,,,,||,,,
1982-11-01,,,,,,,,,,,,,||,,,
1982-12-01,,,,,,,,,,,,,||,,,
1983-01-01,,,,,,,,,,,,,||,,,
1983-02-01,,,,,,,,,,,,,||,,,
1983-03-01,,,,,,,,,,,,,||,,,
1983-04-01,,,,,,,,,,,,,||,,,
1983-05-01,,,,,,,,,,,,,||,,,
1983-06-01,,,,,,,,,,,,,||,,,
1983-07-01,,,,,,,,,,,,,||,,,
1983-08-01,,,,,,,,,,,,,||,,,
1983-09-01,,,,,,,,,,,,,||,,,
1983-10-01,,,,,,,,,,,,,||,,,
1983-11-01,,,,,,,,,,,,,||,,,
1983-12-01,,,,,,,,,,,,,||,,,
1984-01-01,,,,2.5512,,,,0.01103086578651014,,,,CGO,||,,,Archive
1984-02-01,,,,,,,,,,,,,||,,,
1984-03-01,,,,,,,,,,,,,||,,,
1984-04-01,,,,,,,,,,,,,||,,,
1984-05-01,,,,2.6772,,,,0.03988082245892128,,,,CGO,||,,,Archive
1984-06-01,,,,,,,,,,,,,||,,,
1984-07-01,,,,,,,,,,,,,||,,,
1984-08-01,,,,,,,,,,,,,||,,,
1984-09-01,,,,,,,,,,,,,||,,,
1984-10-01,,,,,,,,,,,,,||,,,
1984-11-01,,,,,,,,,,,,,||,,,
1984-12-01,,,,,,,,,,,,,||,,,
1985-01-01,,,,,,,,,,,,,||,,,
1985-02-01,,,,,,,,,,,,,||,,,
1985-03-01,,,,,,,,,,,,,||,,,
1985-04-01,,,,,,,,,,,,,||,,,
1985-05-01,,,,,,,,,,,,,||,,,
1985-06-01,,,,,,,,,,,,,||,,,
1985-07-01,,,,,,,,,,,,,||,,,
1985-08-01,,,,,,,,,,,,,||,,,
1985-09-01,,,,,,,,,,,,,||,,,
1985-10-01,,,,,,,,,,,,,||,,,
1985-11-01,,,,,,,,,,,,,||,,,
1985-12-01,,,,,,,,,,,,,||,,,
1986-01-01,,,,,,,,,,,,,||,,,
1986-02-01,,,,3.246,,,,0.03224406922210657,,,,CGO,||,,,Archive
1986-03-01,,,,,,,,,,,,,||,,,
1986-04-01,,,,,,,,,,,,,||,,,
1986-05-01,,,,,,,,,,,,,||,,,
1986-06-01,,,,,,,,,,,,,||,,,
1986-07-01,,,,,,,,,,,,,||,,,
1986-08-01,,,,,,,,,,,,,||,,,
1986-09-01,,,,,,,,,,,,,||,,,
1986-10-01,,,,,,,,,,,,,||,,,
1986-11-01,,,,3.5559,,,,0.029557063453597685,,,,CGO,||,,,Archive
1986-12-01,,,,,,,,,,,,,||,,,
1987-01-01,,,,,,,,,,,,,||,,,
1987-02-01,,,,,,,,,,,,,||,,,
1987-03-01,,,,,,,,,,,,,||,,,
1987-04-01,,,,,,,,,,,,,||,,,
1987-05-01,,,,3.7999,,,,0.024748737341529166,,,,CGO,||,,,Archive
1987-06-01,,,,,,,,,,,,,||,,,
1987-07-01,,,,,,,,,,,,,||,,,
1987-08-01,,,,,,,,,,,,,||,,,
1987-09-01,,,,,,,,,,,,,||,,,
1987-10-01,,,,,,,,,,,,,||,,,
1987-11-01,,,,,,,,,,,,,||,,,
1987-12-01,,,,,,,,,,,,,||,,,
1988-01-01,,,,,,,,,,,,,||,,,
1988-02-01,,,,,,,,,,,,,||,,,
