# Global annual emissions with no systematic uncertainty for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:47:57.666068+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions_with_no_systematic_uncertainty,Global_annual_emissions_with_no_systematic_uncertainty_1-sigma
1978,6,1978.46,4.979625673993828,0.7563768068466661
1979,6,1979.46,5.874109404611041,0.6568750045847759
1980,6,1980.46,6.6290376444463694,0.6911664928115389
1981,6,1981.46,7.183234883634085,0.689456441540478
1982,6,1982.46,7.876713755132162,0.7063665672688847
1983,6,1983.46,8.6858606620027,0.7222314446731274
1984,6,1984.46,9.31102525517446,0.6666994418854534
1985,6,1985.46,10.208727693374215,0.6439178258158084
1986,6,1986.46,11.18046453710682,0.6331047459881712
1987,6,1987.46,11.837340615038064,0.6290334589341438
1988,6,1988.46,12.146734852580252,0.6240670782065415
1989,6,1989.46,12.151842166802714,0.6601095102263258
1990,6,1990.46,11.905435826005217,0.6358643715417722
1991,6,1991.46,11.598140758859273,0.6322416479406074
1992,6,1992.46,11.22387706874109,0.615451288906572
1993,6,1993.46,11.244775219730831,0.5893359686375337
1994,6,1994.46,10.030358635448009,0.5950214575592392
1995,6,1995.46,8.204950435729076,0.6004429899842298
1996,6,1996.46,6.779386605736181,0.5908426310886691
1997,6,1997.46,5.483200740524526,0.5945764992292184
1998,6,1998.46,4.3456869258137525,0.6228626188898873
1999,6,1999.46,3.437132034721929,0.6043057582237286
2000,6,2000.46,2.830533695106744,0.6263430966842052
2001,6,2001.46,2.601965696013491,0.5892545325731536
2002,6,2002.46,2.388020259065207,0.5947405500406483
2003,6,2003.46,1.945367519877341,0.5780507752259189
2004,6,2004.46,1.1261766878767,0.5394819789125009
2005,6,2005.46,0.6442415293798494,0.566248258299608
2006,6,2006.46,0.5689790343616553,0.5706592355368296
2007,6,2007.46,0.7593578214363615,0.554100400738829
2008,6,2008.46,0.844283926547197,0.5560387616006259
2009,6,2009.46,0.8247752049537368,0.5632071075750292
2010,6,2010.46,0.5353451116171922,0.36418030115866484
2011,6,2011.46,0.717699643783372,0.30032754517039123
2012,6,2012.46,0.9168313904400622,0.2803614921873219
2013,6,2013.46,0.7267291752707411,0.28562530893753346
2014,6,2014.46,0.9608819275572458,0.28300556076079364
2015,6,2015.46,1.3099560722311525,0.27966334722846237
2016,6,2016.46,1.4003550335919055,0.2624659271673686
2017,6,2017.46,1.6974263860726593,0.2629065318352662
2018,6,2018.46,1.880707624237627,0.27894613537408564
2019,6,2019.46,2.033613252637331,0.27906018620134637
2020,6,2020.46,1.5934005342401674,0.3832445771848441
