# Global annual emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:47:57.662122+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,4.979625673993828,0.748320630019479
1979,6,1979.46,5.874109404611041,0.6901531832081309
1980,6,1980.46,6.6290376444463694,0.7224839766431949
1981,6,1981.46,7.183234883634085,0.7355693948398431
1982,6,1982.46,7.876713755132162,0.6958890448590548
1983,6,1983.46,8.6858606620027,0.7673939130174463
1984,6,1984.46,9.31102525517446,0.7375523950524522
1985,6,1985.46,10.208727693374215,0.743762932220478
1986,6,1986.46,11.18046453710682,0.7787660061447436
1987,6,1987.46,11.837340615038064,0.7195934913633726
1988,6,1988.46,12.146734852580252,0.7235885991986272
1989,6,1989.46,12.151842166802714,0.7805643694983804
1990,6,1990.46,11.905435826005217,0.7271797181143895
1991,6,1991.46,11.598140758859273,0.7353157189885969
1992,6,1992.46,11.22387706874109,0.7105353859962689
1993,6,1993.46,11.244775219730831,0.6835267852238748
1994,6,1994.46,10.030358635448009,0.6888129956357888
1995,6,1995.46,8.204950435729076,0.6550804778317157
1996,6,1996.46,6.779386605736181,0.625362925189486
1997,6,1997.46,5.483200740524526,0.609222352255678
1998,6,1998.46,4.3456869258137525,0.616882044680096
1999,6,1999.46,3.437132034721929,0.6074506806183954
2000,6,2000.46,2.830533695106744,0.6297709023280906
2001,6,2001.46,2.601965696013491,0.5994691085699132
2002,6,2002.46,2.388020259065207,0.603745020795685
2003,6,2003.46,1.945367519877341,0.5767152129649609
2004,6,2004.46,1.1261766878767,0.5602076414671432
2005,6,2005.46,0.6442415293798494,0.5551767753826378
2006,6,2006.46,0.5689790343616553,0.566006611149639
2007,6,2007.46,0.7593578214363615,0.5684750781813593
2008,6,2008.46,0.844283926547197,0.531402535408787
2009,6,2009.46,0.8247752049537368,0.5420041989762027
2010,6,2010.46,0.5353451116171922,0.3651983289128463
2011,6,2011.46,0.717699643783372,0.31633535617513253
2012,6,2012.46,0.9168313904400622,0.29873697064855975
2013,6,2013.46,0.7267291752707411,0.2938435148550818
2014,6,2014.46,0.9608819275572458,0.29300702226790193
2015,6,2015.46,1.3099560722311525,0.30096524335454816
2016,6,2016.46,1.4003550335919055,0.28688378958013705
2017,6,2017.46,1.6974263860726593,0.2955146054672457
2018,6,2018.46,1.880707624237627,0.28336111860768126
2019,6,2019.46,2.033613252637331,0.302214113573698
2020,6,2020.46,1.5934005342401674,0.39015024083828515
