# Semihemispheric monthly emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:47:57.678921+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
1978,1,1978.0,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928598099930385,2.3079707265217415,2.550391178988511,1.630790093733334
1978,2,1978.08,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928600526667902,2.3079704472526696,2.5503910969946713,1.6307901520648107
1978,3,1978.17,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.392860298598338,2.3079701683365066,2.550391015197267,1.6307902105667478
1978,4,1978.25,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.392860547761411,2.3079698898007877,2.5503909336043202,1.6307902692332341
1978,5,1978.33,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928608001594682,2.3079696116389625,2.5503908522138508,1.6307903280654843
1978,6,1978.42,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928610558193486,2.307969333819599,2.550390771016617,1.6307903870700315
1978,7,1978.5,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928613147363,2.307969056346606,2.5503906900137316,1.6307904462459668
1978,8,1978.58,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928615769167,2.3079687792119885,2.5503906092028323,1.6307905055949203
1978,9,1978.67,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928618423595975,2.307968502415767,2.550390528583901,1.6307905651168246
1978,10,1978.75,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.39286211107014,2.3079682259517234,2.550390448155105,1.630790624812961
1978,11,1978.83,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928623830563764,2.3079679498110357,2.5503903679138644,1.6307906846851983
1978,12,1978.92,2.8602437305771202,0.8689542846371459,0.7006414967915924,0.5497861619879689,2.3928626583399764,2.3079676739717767,2.5503902878538094,1.6307907447382957
1979,1,1979.0,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.285852866800696,2.30210981679256,2.5458910913166988,1.637189933950029
1979,2,1979.08,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858549200158147,2.302109416433638,2.5458909835076557,1.6371899785848236
1979,3,1979.17,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858569778103877,2.302109016551681,2.5458908759714522,1.6371900234584922
1979,4,1979.25,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858590399782743,2.3021086171859535,2.545890768718564,1.637190068566459
1979,5,1979.33,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858611065621757,2.302108218327238,2.545890661746414,1.6371901139095633
1979,6,1979.42,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858631777898824,2.302107819930898,2.545890555042961,1.6371901594927336
1979,7,1979.5,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858652536347033,2.302107422001598,2.5458904486094034,1.6371902053153362
1979,8,1979.58,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.28586733415682,2.30210702452737,2.545890342442495,1.6371902513786563
1979,9,1979.67,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858694193573452,2.302106627507632,2.5458902365420397,1.6371902976826813
1979,10,1979.75,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858715092825865,2.3021062309332483,2.545890130905567,1.6371903442284073
1979,11,1979.83,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858736039969854,2.3021058347917807,2.5458900255297414,1.6371903910172487
1979,12,1979.92,3.40203272361497,1.0014754655042795,0.8248532733303122,0.6457479421614796,2.2858757036621133,2.302105439052682,2.545889920406438,1.6371904380528162
1980,1,1980.0,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.254270440112337,2.2554007238532665,2.5411872783470315,1.6321056108328407
1980,2,1980.08,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.2542743269174625,2.2554001173748874,2.5411871835459054,1.6321056200546677
1980,3,1980.17,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.2542782195283393,2.2553995114954306,2.541187089083081,1.6321056295994265
1980,4,1980.25,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.2542821175451127,2.2553989062762083,2.541186994967968,1.6321056394659474
1980,5,1980.33,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.2542860210549636,2.2553983017025856,2.541186901198111,1.6321056496542263
1980,6,1980.42,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.254289930505485,2.2553976977044545,2.541186807762509,1.6321056601652717
1980,7,1980.5,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.2542938458497335,2.2553970942885173,2.541186714662109,1.6321056709988453
1980,8,1980.58,3.8739722680723414,1.0889620730502487,0.9245230497400112,0.7415802535837677,2.254297767208783,2.2553964914356106,2.5411866218938726,1.632105682155179
