# Semihemispheric monthly emissions for H-1202 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2025-07-09 13:59:14.740303+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
1977,1,1977.0,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2958278254397666,0.9232669585947243,0.560562304581162,0.2834223965649134
1977,2,1977.08,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2942307163098712,0.923264582779286,0.5605576447241525,0.28340860297215686
1977,3,1977.17,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2927251504317854,0.9232623406456988,0.5605532281335999,0.2833960195662225
1977,4,1977.25,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.291300735678318,0.9232602167356545,0.5605490260666318,0.28338452058287167
1977,5,1977.33,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2899629883927783,0.9232582193409246,0.5605450566740503,0.28337411098786736
1977,6,1977.42,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.288649304946047,0.9232562549192932,0.5605411347596838,0.2833642873494839
1977,7,1977.5,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2873332219972207,0.9232542835235672,0.5605371793920177,0.28335487703215523
1977,8,1977.58,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.286054730488393,0.9232523646992008,0.5605333090375604,0.28334618741898754
1977,9,1977.67,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.284875043346417,0.9232505904112401,0.5605297106119934,0.2833386025198276
1977,10,1977.75,-4.440892098500626e-16,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.2838170052996039,0.9232489955889427,0.5605264586292711,0.2833321873688453
