# AGAGE data for CFC-13
# Created by lw13938 on 2022-03-22 21:04:20.034567
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# JFJ 
#   1. Medusa
#------------------
# CGO 
#   1. Medusa
#   3. Archive
#  Instruments combined in above order of preference
#------------------
# SCALE: METAS-2017
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
1978-04-01,,,,0.96585,,,,0.028708535316173827,,,,CGO,,,,Archive
1978-05-01,,,,,,,,,,,,,,,,
1978-06-01,,,,,,,,,,,,,,,,
1978-07-01,,,,0.98755,,,,0.022415284963613558,,,,CGO,,,,Archive
1978-08-01,,,,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,,,,
1979-02-01,,,,1.022,,,,0.0253144227664784,,,,CGO,,,,Archive
1979-03-01,,,,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,,,,
1981-05-01,,,,1.2671,,,,0.006788225099390856,,,,CGO,,,,Archive
1981-06-01,,,,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,,,,
