# UEA/FJZ data for CFC-113a
# Created by lw13938 on 2022-02-15 22:31:02.201373
# Contact data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# CGO 
#   1. Unknown
#------------------
# SCALE: UEA
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
1978-07-01,,,,0.041998584,,,,0.003027019,,,,CGO,,,,Unknown
1978-08-01,,,,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,,,,
1979-02-01,,,,0.048337159,,,,0.003758447,,,,CGO,,,,Unknown
1979-03-01,,,,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,
1980-09-01,,,,0.069482101,,,,0.003407096,,,,CGO,,,,Unknown
1980-10-01,,,,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,,,,
1983-08-01,,,,0.088146431,,,,0.004071882,,,,CGO,,,,Unknown
1983-09-01,,,,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,,,,
1984-01-01,,,,,,,,,,,,,,,,
1984-02-01,,,,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,,,,
1984-04-01,,,,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,,,,
1984-06-01,,,,,,,,,,,,,,,,
1984-07-01,,,,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,,,,
1984-09-01,,,,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,,,,
1984-11-01,,,,,,,,,,,,,,,,
1984-12-01,,,,,,,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,,,,
1985-06-01,,,,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,,,,
1985-08-01,,,,0.113267293,,,,0.011441762,,,,CGO,,,,Unknown
1985-09-01,,,,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,,,,
1985-11-01,,,,,,,,,,,,,,,,
1985-12-01,,,,,,,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,,,,
1986-02-01,,,,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,,,,
1986-08-01,,,,,,,,,,,,,,,,
1986-09-01,,,,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,,,,
1986-11-01,,,,,,,,,,,,,,,,
1986-12-01,,,,,,,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,,,,
1987-02-01,,,,,,,,,,,,,,,,
1987-03-01,,,,,,,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,,,,
1987-05-01,,,,0.144399769,,,,0.011551257,,,,CGO,,,,Unknown
1987-06-01,,,,,,,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,,,,
1987-08-01,,,,,,,,,,,,,,,,
1987-09-01,,,,,,,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,,,,
1987-11-01,,,,,,,,,,,,,,,,
1987-12-01,,,,,,,,,,,,,,,,
1988-01-01,,,,,,,,,,,,,,,,
1988-02-01,,,,,,,,,,,,,,,,
1988-03-01,,,,,,,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,,,,
1988-05-01,,,,,,,,,,,,,,,,
1988-06-01,,,,,,,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,,,,
1988-08-01,,,,,,,,,,,,,,,,
1988-09-01,,,,,,,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,,,,
1988-11-01,,,,,,,,,,,,,,,,
1988-12-01,,,,,,,,,,,,,,,,
1989-01-01,,,,,,,,,,,,,,,,
1989-02-01,,,,,,,,,,,,,,,,
1989-03-01,,,,,,,,,,,,,,,,
1989-04-01,,,,,,,,,,,,,,,,
1989-05-01,,,,,,,,,,,,,,,,
1989-06-01,,,,,,,,,,,,,,,,
1989-07-01,,,,,,,,,,,,,,,,
1989-08-01,,,,,,,,,,,,,,,,
1989-09-01,,,,,,,,,,,,,,,,
1989-10-01,,,,,,,,,,,,,,,,
1989-11-01,,,,,,,,,,,,,,,,
1989-12-01,,,,,,,,,,,,,,,,
1990-01-01,,,,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,,,,
1990-04-01,,,,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,,,,
1990-06-01,,,,,,,,,,,,,,,,
1990-07-01,,,,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,,,,
1990-09-01,,,,,,,,,,,,,,,,
1990-10-01,,,,,,,,,,,,,,,,
1990-11-01,,,,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,,,,
1991-10-01,,,,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,,,,
1991-12-01,,,,,,,,,,,,,,,,
1992-01-01,,,,,,,,,,,,,,,,
1992-02-01,,,,,,,,,,,,,,,,
1992-03-01,,,,,,,,,,,,,,,,
1992-04-01,,,,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,,,,
1992-06-01,,,,,,,,,,,,,,,,
1992-07-01,,,,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,,,,
1992-09-01,,,,,,,,,,,,,,,,
1992-10-01,,,,,,,,,,,,,,,,
1992-11-01,,,,,,,,,,,,,,,,
1992-12-01,,,,,,,,,,,,,,,,
1993-01-01,,,,,,,,,,,,,,,,
1993-02-01,,,,,,,,,,,,,,,,
1993-03-01,,,,,,,,,,,,,,,,
1993-04-01,,,,,,,,,,,,,,,,
1993-05-01,,,,,,,,,,,,,,,,
1993-06-01,,,,0.20381968350000002,,,,0.0114965095,,,,CGO,,,,Unknown
1993-07-01,,,,,,,,,,,,,,,,
1993-08-01,,,,,,,,,,,,,,,,
1993-09-01,,,,,,,,,,,,,,,,
1993-10-01,,,,,,,,,,,,,,,,
1993-11-01,,,,,,,,,,,,,,,,
1993-12-01,,,,,,,,,,,,,,,,
1994-01-01,,,,,,,,,,,,,,,,
1994-02-01,,,,,,,,,,,,,,,,
1994-03-01,,,,,,,,,,,,,,,,
1994-04-01,,,,,,,,,,,,,,,,
1994-05-01,,,,,,,,,,,,,,,,
1994-06-01,,,,,,,,,,,,,,,,
1994-07-01,,,,,,,,,,,,,,,,
1994-08-01,,,,,,,,,,,,,,,,
1994-09-01,,,,,,,,,,,,,,,,
1994-10-01,,,,,,,,,,,,,,,,
1994-11-01,,,,,,,,,,,,,,,,
1994-12-01,,,,,,,,,,,,,,,,
1995-01-01,,,,,,,,,,,,,,,,
1995-02-01,,,,,,,,,,,,,,,,
1995-03-01,,,,,,,,,,,,,,,,
1995-04-01,,,,,,,,,,,,,,,,
1995-05-01,,,,,,,,,,,,,,,,
1995-06-01,,,,0.238189833,,,,0.011441762,,,,CGO,,,,Unknown
1995-07-01,,,,,,,,,,,,,,,,
1995-08-01,,,,,,,,,,,,,,,,
