# Global annual emissions with no systematic uncertainty for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:19.896837+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions_with_no_systematic_uncertainty,Global_annual_emissions_with_no_systematic_uncertainty_1-sigma
1978,6,1978.46,15.088417392920357,0.9375339875028067
1979,6,1979.46,16.063203143380093,0.8414613610659234
1980,6,1980.46,16.098310387359728,0.8671089143345209
1981,6,1981.46,15.201235572347265,0.9323073270903695
1982,6,1982.46,14.416939941079468,0.9020401793464675
1983,6,1983.46,15.408093979077528,0.9200621857397803
1984,6,1984.46,16.931438856951864,0.8683108073956706
1985,6,1985.46,18.649915475748543,0.9440080329502879
1986,6,1986.46,20.98478121441621,0.9036045566155847
1987,6,1987.46,21.02186531101566,0.8946647863706088
1988,6,1988.46,17.432386490136164,0.862664439501131
1989,6,1989.46,15.058727226238227,0.8296273350862041
1990,6,1990.46,11.520404466392955,0.8384306973417827
1991,6,1991.46,8.09269381395296,0.8148958827573772
1992,6,1992.46,6.45470102731181,0.779855620117973
1993,6,1993.46,5.355586950086335,0.7805687736815466
1994,6,1994.46,4.849841886816924,0.7677477958326296
1995,6,1995.46,4.047120464473563,0.7378231473382236
1996,6,1996.46,3.3063443546445743,0.7484796744228954
1997,6,1997.46,3.0612510920516662,0.7369553790595367
1998,6,1998.46,2.776427655779464,0.7450421225391449
1999,6,1999.46,2.43334037808054,0.75959728023741
2000,6,2000.46,2.6218893968180446,0.7453856578877569
2001,6,2001.46,2.823231493050112,0.7297263151587204
2002,6,2002.46,2.1935773153044065,0.7652307970204274
2003,6,2003.46,1.858960177342638,0.8809949409449974
2004,6,2004.46,1.930763162003818,0.9324179498412507
2005,6,2005.46,2.057646286952034,0.9451657405036942
2006,6,2006.46,2.3271375994206367,1.0261492396499623
2007,6,2007.46,2.5460968241904864,0.9898288761653724
2008,6,2008.46,2.4783874013924536,0.9739300579269051
2009,6,2009.46,2.2741440561908886,1.045978932843233
2010,6,2010.46,1.9668530352473288,1.039816546330651
2011,6,2011.46,1.6641454761396535,0.9679134342966125
2012,6,2012.46,1.4154723211962283,0.9305003056131206
2013,6,2013.46,1.2746498443602492,0.9766076239148441
2014,6,2014.46,0.9652500963213604,0.961664718447191
2015,6,2015.46,0.36745403310550834,0.8784327538032619
2016,6,2016.46,0.19594671712512426,0.8252135045628797
2017,6,2017.46,0.8465389844182135,0.8071453720201957
2018,6,2018.46,1.8703067427870612,0.880699530282621
2019,6,2019.46,2.480557386497363,1.185728951058542
2020,6,2020.46,2.578626132082839,1.6093454328726444
