# Global annual mole fraction Jan for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:19.861861+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,8.678634712642221,0.30805473819089113
1979,12,1979.96,9.18572392908032,0.3219990201397944
1980,12,1980.96,9.684073352075144,0.3359583832135145
1981,12,1981.96,10.145229666646257,0.34838911351134927
1982,12,1982.96,10.582524484182807,0.3587007259340503
1983,12,1983.96,11.053726841164737,0.3703916164258543
1984,12,1984.96,11.579984447936411,0.3850548785270906
1985,12,1985.96,12.169625299865537,0.4027766359853667
1986,12,1986.96,12.825785907975868,0.4224757373546696
1987,12,1987.96,13.459835543738896,0.4427244153849659
1988,12,1988.96,13.966204844845121,0.4561813675934548
1989,12,1989.96,14.369330785916306,0.4665586916474061
1990,12,1990.96,14.644777305217538,0.47353040306632477
1991,12,1991.96,14.806774491922674,0.47952899023772205
1992,12,1992.96,14.914776219676215,0.4847664222899921
1993,12,1993.96,14.993031031568947,0.4864506274410425
1994,12,1994.96,15.05688667799423,0.4864311348258558
1995,12,1995.96,15.097626353578953,0.4869513886246295
1996,12,1996.96,15.117670916828734,0.48763631993099843
1997,12,1997.96,15.130893268084405,0.4872043469767623
1998,12,1998.96,15.136377153884803,0.48790122496869603
1999,12,1999.96,15.13431877171228,0.4885986169503085
2000,12,2000.96,15.13987134441169,0.48947769660775164
2001,12,2001.96,15.149620543611945,0.49021147645675106
2002,12,2002.96,15.139947785153682,0.4893377143716226
2003,12,2003.96,15.119656947819854,0.4900272438825648
2004,12,2004.96,15.102467636287292,0.49194095559030215
2005,12,2005.96,15.091781632814188,0.494831613416933
2006,12,2006.96,15.091080712879183,0.49732839601959
2007,12,2007.96,15.097077508419611,0.4995319453862967
2008,12,2008.96,15.100008670675395,0.4996986165136542
2009,12,2009.96,15.094545274989473,0.49847454367367966
2010,12,2010.96,15.077744992951366,0.4971803586394302
2011,12,2011.96,15.05027581505148,0.49529104602734636
2012,12,2012.96,15.0147504721903,0.49354580409858345
2013,12,2013.96,14.97372063247577,0.49281509675115287
2014,12,2014.96,14.92089534452927,0.49155602410964644
2015,12,2015.96,14.849853162070305,0.4898844834947834
2016,12,2016.96,14.777436793048222,0.48878236111493656
2017,12,2017.96,14.73132409000373,0.48943901040894466
2018,12,2018.96,14.721333499964745,0.4898636676634665
2019,12,2019.96,14.731675711689702,0.49183355666804984
