# Global mole fraction growth rate for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:19.867549+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_mole_fraction_growth_rate,Global_mole_fraction_growth_rate_1-sigma
1978,1,1978.04,0.45741582323878277,0.03412349954723169
1978,2,1978.12,0.46191200670386456,0.033444065468250184
1978,3,1978.21,0.46612431773593616,0.03292322405749873
1978,4,1978.29,0.47022643967653416,0.03253996650055109
1978,5,1978.37,0.47430284227595937,0.03223000100872152
1978,6,1978.46,0.47837218874349435,0.031917564534326995
1978,7,1978.54,0.4824421759742763,0.031550903538948856
1978,8,1978.62,0.4863904133997568,0.031116931571007932
1978,9,1978.71,0.49006336714583176,0.030665509193918764
1978,10,1978.79,0.49334273790621913,0.030269537679918506
1978,11,1978.87,0.4962048251569059,0.029996306577705512
1978,12,1978.96,0.4986171140124211,0.029882952336358192
1979,1,1979.04,0.5004939641509382,0.029934686320802713
1979,2,1979.12,0.5018951381002108,0.030152074620164847
1979,3,1979.21,0.5029902861231175,0.030498771304889226
1979,4,1979.29,0.5039751772613758,0.030896926474946206
1979,5,1979.37,0.5049484875136484,0.031249081368661197
1979,6,1979.46,0.5059434303675485,0.031474327542127374
1979,7,1979.54,0.5069821686732006,0.031528864037336714
1979,8,1979.62,0.507931171552426,0.03143569013337154
1979,9,1979.71,0.5086145547357667,0.03128251386487634
1979,10,1979.79,0.508891938605287,0.031171372239644935
1979,11,1979.87,0.5087232326670231,0.031182333932366392
1979,12,1979.96,0.5080731261454364,0.031359956113619435
1980,1,1980.04,0.5068694589552607,0.03171332642394585
1980,2,1980.12,0.5051974432420021,0.032219275682380165
1980,3,1980.21,0.5032406573108217,0.032806521784058906
1980,4,1980.29,0.501189603414158,0.03336882840232438
1980,5,1980.37,0.4991439528323325,0.03379595053990556
1980,6,1980.46,0.4971476560959809,0.03400290327534
1980,7,1980.54,0.495237403996433,0.033941477768786026
1980,8,1980.62,0.49328371270988464,0.03364207118750729
1980,9,1980.71,0.4911112579044784,0.03320347645529431
1980,10,1980.79,0.48858272764540556,0.032742744447846354
1980,11,1980.87,0.48566527930513526,0.03235823259490365
1980,12,1980.96,0.4823508127943663,0.03211803206914652
1981,1,1981.04,0.47861975011182706,0.0320601372172952
1981,2,1981.12,0.47461749740450554,0.032177660586779164
1981,3,1981.21,0.4705759298579199,0.03241081291497053
1981,4,1981.29,0.46672044738455293,0.03266456698478052
1981,5,1981.37,0.46318559993338393,0.032840098437762665
1981,6,1981.46,0.4600420852502993,0.032855781506226645
1981,7,1981.54,0.45733823292720677,0.0326587008416254
1981,8,1981.62,0.45494644579080185,0.03228146486028038
1981,9,1981.71,0.4526857020269774,0.03183424957492651
1981,10,1981.79,0.4504046750137695,0.03144546153593758
1981,11,1981.87,0.44804922734079583,0.031216002909924725
1981,12,1981.96,0.44560234250908076,0.03120184346021277
1982,1,1982.04,0.44305413569382535,0.031417187017593766
