# Semihemispheric annual emissions for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:19.902503+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1978,6,1978.46,9.381638952066613,3.039226433203823,1.8618900727565018,0.8056619348934225,28.685538790648454,32.710440774765196,6.615284726343104,3.861087464662485
1979,6,1979.46,10.080577923177191,3.077480882243385,1.9596527060478974,0.9454916319116199,28.703485494817507,32.727478072367155,6.607546944839787,3.8648260527610208
1980,6,1980.46,10.122734842281188,2.9932680861260734,1.9758093932278011,1.0064980657246665,28.709342995692904,32.71676482546842,6.6147775409520655,3.871102097349638
1981,6,1981.46,9.416337930544362,2.890516420643426,1.9310778183895254,0.9633034027699517,28.75459295642861,32.69629649457281,6.596477393834003,3.86680036115404
1982,6,1982.46,8.764755655006114,2.829596333852684,1.8982598571121931,0.9243280951084744,28.782190570061783,32.697001489526585,6.589088366847738,3.870754339301992
1983,6,1983.46,9.702284766744043,2.8802580254471057,1.9063775820794244,0.91917360480695,28.813219892846668,32.67836671412605,6.586886564660809,3.8796846043940074
1984,6,1984.46,11.00953570453987,2.9995441843760235,1.9562810489605968,0.9660779190753709,28.86771060863367,32.687501180496476,6.579969278271519,3.8777617458813647
1985,6,1985.46,12.57037798109694,3.0704993333156274,2.0134950251822703,0.9955431361537067,28.874026205026272,32.69578052934377,6.566662420316001,3.8756497230759
1986,6,1986.46,14.286492541490068,3.364826654358495,2.17871760362257,1.1547444149450776,28.791477969213343,32.70267817446608,6.555962241080153,3.8768190775614273
1987,6,1987.46,14.110513673295657,3.4058291963279834,2.2992725948437203,1.2062498465482996,28.746170561149796,32.69565071061034,6.556453780592681,3.866015857993257
1988,6,1988.46,11.098129660874461,2.9474779195970804,2.2007333866106116,1.1860455230540126,28.649489206670264,32.687877604478956,6.554637053544939,3.869357758353803
1989,6,1989.46,9.293982541459828,2.7592970533596204,2.0382291131388297,0.9672185182799512,28.699424218379974,32.709521219658114,6.571176340616632,3.8618089228284713
1990,6,1990.46,6.603601400650883,2.358216595428544,1.8157909274272133,0.7427955428863148,28.727579219431593,32.6861742422755,6.577418266531908,3.86551317131341
1991,6,1991.46,3.70993828411198,1.985233427024654,1.724653677466635,0.6728684253496887,28.773493297569296,32.67531287503033,6.56483328987392,3.8601582528573726
1992,6,1992.46,2.2807417527421374,1.7609771866117148,1.6800638106740815,0.7329182772838766,28.83185682909057,32.68967014476398,6.567704140506687,3.861198108674982
1993,6,1993.46,1.6348576000411439,1.5806216307994847,1.5273301753670718,0.6127775438786358,28.816177719537897,32.703488019553774,6.564175210368851,3.8505607912858895
1994,6,1994.46,1.428099040945568,1.4513527107824853,1.441469806473098,0.5289203286157723,28.77437842223584,32.68701687348483,6.545160449988394,3.841574723398105
1995,6,1995.46,0.883093019096095,1.3172157136183957,1.3870458829196493,0.4597658488394219,28.79664564801359,32.69731639555644,6.52739698211379,3.8322593969942966
1996,6,1996.46,0.36488380747583005,1.1919993403195632,1.3410147311281981,0.40844647572098375,28.834038708692916,32.697731356365544,6.525530010855695,3.825986010293987
1997,6,1997.46,0.29448726356825894,1.0989743854586214,1.3174762814344054,0.350313161590381,28.814819099806684,32.69658280065942,6.530105593302032,3.8198391612675957
1998,6,1998.46,0.14614139588960207,0.9952020479779905,1.295325727865055,0.33975848404681613,28.801132068199973,32.6906212858804,6.53777333668075,3.8209888078338703
1999,6,1999.46,0.1945685415161611,0.9006944313083866,1.1864037521293056,0.15167365312668576,28.831844228682353,32.706039844477345,6.5433099567858655,3.817132661085044
2000,6,2000.46,0.4999173979171667,0.8367519019585378,1.1444049415529363,0.1408151553894037,28.846212121341352,32.72111213077866,6.532045001241604,3.8199436810634433
2001,6,2001.46,0.751976506936746,0.7425440765520087,1.1471079466639549,0.1816029628974021,28.83663106879164,32.73274732174146,6.540803704093228,3.831581910582882
2002,6,2002.46,0.3594075305985925,0.5639289410687578,1.080327290552802,0.1899135530842547,28.8428814523599,32.73305670335576,6.552440170969489,3.8413015252247176
2003,6,2003.46,0.3491616694870223,0.43786026172413534,0.9708413191049327,0.10109692702654781,28.878629804144992,32.72878082019766,6.56365707758609,3.8580596335887414
2004,6,2004.46,0.536984765026148,0.39148929662076876,0.9106583176305828,0.09163078272631854,28.892944915737786,32.72678692672102,6.571628787392493,3.8719304178885023
2005,6,2005.46,0.7654364694782728,0.3534380589215896,0.845509167060447,0.09326259149172463,28.84720647795858,32.720183987435576,6.577415472578282,3.8782353113464105
2006,6,2006.46,1.1231817537819775,0.3073918972579945,0.7945422359428295,0.10202171243783531,28.91142807358618,32.72136665238708,6.584148509608121,3.8862174753817604
2007,6,2007.46,1.413297036519351,0.26258784857151796,0.7582824881296012,0.11192945097001682,28.916493420364908,32.72317988092265,6.577498087856123,3.887921524040876
2008,6,2008.46,1.4273669845976646,0.21663114528441105,0.7183516394632238,0.11603763204715499,28.920114416547012,32.71795368112869,6.575599830622187,3.8930649241965702
2009,6,2009.46,1.3229549780352874,0.17050735073836146,0.6659293212840378,0.1147524061332026,28.930298155170437,32.713236068399254,6.572604423721209,3.9078690108515497
2010,6,2010.46,1.1193077390344823,0.12175644615761831,0.606749375599063,0.1190394744561652,28.883857689764508,32.72909254196525,6.578740550380866,3.9125138886243387
2011,6,2011.46,0.9202566994074536,0.07944750134259282,0.5469179126678334,0.1175233627217734,28.894784827769577,32.74564595120687,6.5737707623661015,3.912190698629886
2012,6,2012.46,0.7827503484488557,0.04742098826678636,0.48178646994861213,0.10351451453197426,28.87325228552494,32.74478294578187,6.568432140016915,3.9124239612511214
2013,6,2013.46,0.7126916093747698,0.04040636692615273,0.42344989261882154,0.0981019754405046,28.868418075103747,32.76831297366731,6.587727888937579,3.9173596376659785
2014,6,2014.46,0.465830322630798,0.029755967463920955,0.364412287413808,0.10525151881283341,28.92282371675661,32.77256516241426,6.583038429348213,3.9113257549250795
2015,6,2015.46,0.0,0.0,0.27090230601770043,0.096551727087808,28.918006121239426,32.77793829719867,6.590354771264155,3.9035836442093776
2016,6,2016.46,0.018521100098022127,-8.673617379884035e-19,0.17471360387735355,0.002712013149748577,28.92790251847211,32.787200799927405,6.597651563300236,3.9016052523926827
2017,6,2017.46,0.6602367151410121,0.0293818708904785,0.1569203983867231,2.168404344971009e-19,29.008899158003,32.794832158940686,6.5709546231296985,3.911979700675099
2018,6,2018.46,1.5091790980746078,0.1317108495057278,0.196874303736681,0.03254249147004424,29.09519915196279,32.80387952454719,6.5682718683906165,3.912792577922041
2019,6,2019.46,1.9486520182151776,0.1969797148307606,0.2435355077521858,0.09139014569923974,29.15064057028076,32.78426394228109,6.578088458358741,3.922158154207958
2020,6,2020.46,2.0366284399053574,0.2065679519837529,0.24142393959602235,0.0940058005977067,29.22165511175921,32.791633648007505,6.577949500811593,3.924991449469193
