# Semihemispheric annual emissions for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.641769+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1978,6,1978.46,0.6033834153354861,0.27742700997011344,0.15473923726216005,0.0916591951201625,0.6746452245040735,1.010016926664482,1.4289902558774412,0.9142446882248304
1979,6,1979.46,0.803457942229859,0.2974435085866133,0.16750297931854294,0.10382084930320311,0.6727567861935786,1.0074920923884318,1.4296817555093,0.9151349693091685
1980,6,1980.46,0.9957739636363244,0.31311084871995226,0.17902349903350512,0.11444806032642912,0.6722857831588925,1.0063335761982004,1.4280547365806164,0.9158553849557455
1981,6,1981.46,1.186417199315121,0.33302188143466976,0.19022006296995045,0.12447166488040008,0.6671737673439996,1.0054263685846252,1.4268119074749117,0.9162948473341104
1982,6,1982.46,1.3576008529217527,0.35345826383586015,0.2015633089194346,0.13490509962550742,0.6699516872942988,1.0047922091570742,1.4270391418425068,0.9162988210014423
1983,6,1983.46,1.5108535949582198,0.36803814097640636,0.21016334604089182,0.14222052857742606,0.6705619915864136,1.00377639884142,1.4257392704059466,0.9181394589757409
1984,6,1984.46,1.6152865974547306,0.3788356261152912,0.21758008788346853,0.14856003636607462,0.6709710152123483,1.0019188674168922,1.4239259580836165,0.9173879483814998
1985,6,1985.46,1.6643505424608473,0.37691672865478193,0.22215358332105084,0.151378505419574,0.6674532618303046,0.9994665772960412,1.4236319657149192,0.9174709363820075
1986,6,1986.46,1.6417273714296978,0.38148032359831135,0.22959871939470758,0.16271872546860813,0.6667868746280823,1.0006991576073483,1.4236624992773161,0.9170867242022361
1987,6,1987.46,1.5702013134000075,0.37261483657899136,0.23138664109546922,0.16572889511090647,0.6640350445471653,0.9979826854738189,1.4225792745199157,0.9180469879662644
1988,6,1988.46,1.4587791585223193,0.34761090601245653,0.2287742454344861,0.16712483554109062,0.6559554133069674,0.9969694750993812,1.4218637212942613,0.9196988193873558
1989,6,1989.46,1.3122537607911033,0.333451152348335,0.2225271567175877,0.16127800259471003,0.6521479234554779,0.9957843491661064,1.4205402787785515,0.9195126263810066
1990,6,1990.46,1.152315506792963,0.30480433874630153,0.2094917475084346,0.15280415030616004,0.6482055472419413,0.9968979357233823,1.419993766316915,0.9195545829943185
1991,6,1991.46,1.027207292694756,0.2816309512503599,0.1961131670665842,0.14229773128385098,0.647077918075842,0.9970109888682605,1.4198830735365757,0.9202156073335201
1992,6,1992.46,0.8958887122708071,0.2568100153208723,0.1812853908922012,0.13000277452965084,0.6443231049250127,0.994752015233006,1.4192346375474192,0.9190698603422431
1993,6,1993.46,0.7894296531287672,0.23699017581467052,0.16890908391858292,0.11883092437361692,0.6418637177202494,0.9933465267588982,1.417333692492956,0.9196236357527413
1994,6,1994.46,0.6533656541901106,0.21542193809553675,0.15512644524896355,0.10758089208101217,0.6342273870793311,0.9933774148975808,1.4162191623213298,0.9195767343151496
1995,6,1995.46,0.5059785011586196,0.19068385219807868,0.13948300498554714,0.09561217680989566,0.6347768181625371,0.9894967830068541,1.4150434864408046,0.9192035040671032
1996,6,1996.46,0.3663203370494776,0.16664028855044227,0.12042740910789711,0.08048733870994508,0.6352976907244133,0.987747891321683,1.4146323041723772,0.919295472863433
1997,6,1997.46,0.2613783023911242,0.14738476387745034,0.10390084187187941,0.06642135121166394,0.6291233068553905,0.9871238709064963,1.4130728876863174,0.9186663117421731
1998,6,1998.46,0.1919578665006696,0.13473588311074378,0.09240323873223331,0.057259229496780494,0.6182533501168218,0.9848013374707042,1.4128464189732075,0.9177256220090269
1999,6,1999.46,0.13918373720052227,0.12352845244199313,0.0861965715725499,0.051620562440706896,0.6179554059124652,0.9838191000709777,1.4125689115538504,0.9189290119384023
2000,6,2000.46,0.1185121304047232,0.12035647821398128,0.08453029151952869,0.05119901060478845,0.6213876578190524,0.9828295840102135,1.4119609571450449,0.9183784297041256
2001,6,2001.46,0.12336780052757733,0.12117294699126123,0.08593842240057263,0.05268104018142993,0.6161949407952124,0.9834878082888661,1.4128800995932023,0.9183637435181548
2002,6,2002.46,0.14405124211532086,0.12178709498936914,0.08871061387880479,0.05798898318959681,0.6053726541725537,0.9847261254202138,1.4125527566146863,0.9185388136359611
2003,6,2003.46,0.1536575538613936,0.12060812373593029,0.09066133030092662,0.06127610597577216,0.610058096763089,0.9855744422370438,1.4110802336961465,0.9188690118835252
2004,6,2004.46,0.1570738641184662,0.11582842266138925,0.08995109697834415,0.06361657824991894,0.6050999980041016,0.9823845373831751,1.4079716405846021,0.9191330327642043
2005,6,2005.46,0.1679019411374789,0.10776530681745065,0.08595676978522458,0.06080596999216103,0.6024697177134635,0.9813903664485755,1.407222246259734,0.9196712897433217
2006,6,2006.46,0.19349207509528996,0.10212649747397033,0.08192134035918519,0.05861914635838084,0.6006323680476572,0.979009719793965,1.4063513816266797,0.917233562865313
2007,6,2007.46,0.23922114659458962,0.10332571239654674,0.07897643732387825,0.05692739774307143,0.5934373891029672,0.978826774696746,1.4057673440722602,0.9175603140587588
