# Global annual emissions for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.632646+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,1.127208857687922,0.15747506439959602
1979,6,1979.46,1.3722252794382186,0.14998742224409514
1980,6,1980.46,1.6023563717162113,0.14822303898210348
1981,6,1981.46,1.8341308086001407,0.14979185961962185
1982,6,1982.46,2.0475275253025553,0.15252284295555874
1983,6,1983.46,2.2312756105529448,0.1519952037313536
1984,6,1984.46,2.3602623478195652,0.15679310155310572
1985,6,1985.46,2.414799359856254,0.15492324591548054
1986,6,1986.46,2.4155251398913253,0.15760093800398584
1987,6,1987.46,2.3399316861853743,0.15162682286259538
1988,6,1988.46,2.2022891455103526,0.1478546539430545
1989,6,1989.46,2.029510072451736,0.1509021817201304
1990,6,1990.46,1.8194157433538587,0.14711545074022417
1991,6,1991.46,1.6472491422955506,0.13242661053427798
1992,6,1992.46,1.4639868930135316,0.12946909762506983
1993,6,1993.46,1.3141598372356376,0.13244983916074535
1994,6,1994.46,1.1314949296156231,0.13012945016346675
1995,6,1995.46,0.931757535152141,0.12602326054751714
1996,6,1996.46,0.7338753734177619,0.12293453917049428
1997,6,1997.46,0.5790852593521177,0.1287921322715316
1998,6,1998.46,0.47635621784042725,0.12227003827398032
1999,6,1999.46,0.40052932365577215,0.11943970180172508
2000,6,2000.46,0.3745979107430217,0.11674930567493329
2001,6,2001.46,0.38316021010084106,0.11226608635478405
2002,6,2002.46,0.4125379341730917,0.11029631887487232
2003,6,2003.46,0.42620311387402277,0.11633930037815005
2004,6,2004.46,0.4264699620081185,0.11356706638528251
2005,6,2005.46,0.42242998773231505,0.11078880778183837
2006,6,2006.46,0.43615905928682625,0.10593029674247552
2007,6,2007.46,0.47845069405808616,0.10456961521159609
2008,6,2008.46,0.496582962199775,0.10828246711675657
2009,6,2009.46,0.4755934839350731,0.09556830302714645
2010,6,2010.46,0.48256353479224035,0.08631974702479973
2011,6,2011.46,0.5332136420270693,0.08314259475006217
2012,6,2012.46,0.5827622358897971,0.0805919286406434
2013,6,2013.46,0.5940912967537298,0.08240019102513442
2014,6,2014.46,0.5505044265629319,0.08209984671024516
2015,6,2015.46,0.4904545306074856,0.07959978164040177
2016,6,2016.46,0.4890415156944545,0.08002489126930544
2017,6,2017.46,0.5488581210657316,0.08115461509236739
2018,6,2018.46,0.6299312495351738,0.08428157013573422
2019,6,2019.46,0.6571417723874848,0.09047018051696719
2020,6,2020.46,0.6369219217628274,0.1310615898201741
