# Global annual mole fraction for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.601966+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction,Global_annual_mole_fraction_1-sigma
1978,6,1978.46,1.0705020706145778,0.04576616405449509
1979,6,1979.46,1.1420559497290557,0.05019854339809004
1980,6,1980.46,1.226936580520774,0.05370242603734321
1981,6,1981.46,1.3244991960890717,0.056885276800669696
1982,6,1982.46,1.434053917169867,0.05994686091273815
1983,6,1983.46,1.5539723580415075,0.06251635991787224
1984,6,1984.46,1.6815516215741175,0.06484502209898002
1985,6,1985.46,1.8127816383385582,0.06744397100539404
1986,6,1986.46,1.9439643927301862,0.07014187229995532
1987,6,1987.46,2.0713314121344957,0.07278059604171522
1988,6,1988.46,2.1910279849679672,0.07527785504966597
1989,6,1989.46,2.300583983464134,0.07760655285805088
1990,6,1990.46,2.3982663676594917,0.07991828186634524
1991,6,1991.46,2.484743463242927,0.0822437549482956
1992,6,1992.46,2.5611212629272972,0.08431852062316912
1993,6,1993.46,2.6283250539687253,0.08611807164202863
1994,6,1994.46,2.6862908568601473,0.08782926889699903
1995,6,1995.46,2.733436821717952,0.08932303636526917
1996,6,1996.46,2.769428203479425,0.09053651082519874
1997,6,1997.46,2.7959295860649758,0.09135102826832905
1998,6,1998.46,2.8160327938765857,0.09166167072682076
1999,6,1999.46,2.832036415392286,0.09202301449236379
2000,6,2000.46,2.8461672320482037,0.09234667218203066
2001,6,2001.46,2.860793730616866,0.09251001660748323
2002,6,2002.46,2.8773033628778193,0.09284849375974613
2003,6,2003.46,2.8954375039884925,0.09313157351016622
2004,6,2004.46,2.9140368621246817,0.09341086145340421
2005,6,2005.46,2.9324756896260227,0.09373397293938021
2006,6,2006.46,2.9512471154195272,0.09417417100178596
2007,6,2007.46,2.971846544751919,0.09481530585719564
2008,6,2008.46,2.994218628219869,0.09525743193407439
2009,6,2009.46,3.016185507153926,0.09554284561940547
2010,6,2010.46,3.037585689259249,0.09593129893386985
2011,6,2011.46,3.0608801289870606,0.09662746424971899
2012,6,2012.46,3.0872493088834134,0.09761165706869385
2013,6,2013.46,3.115175133420074,0.0986757462890236
2014,6,2014.46,3.141580990071142,0.09964890229850787
2015,6,2015.46,3.1644233042178644,0.10023926017354398
2016,6,2016.46,3.1854955945050683,0.10084380846393005
2017,6,2017.46,3.2087937220354568,0.10179447963814925
2018,6,2018.46,3.236688210677885,0.10262058753406982
2019,6,2019.46,3.267657005589682,0.10335933018389591
2020,6,2020.46,3.2982928279461725,0.10447414469802334
