# Semihemispheric annual emissions with no systematic uncertainty for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.646545+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1978,6,1978.46,0.6033834153354861,0.27742700997011344,0.15473923726216005,0.0916591951201625,0.6757324554730547,1.0515221975521294,1.547714299815734,0.9754609076825391
1979,6,1979.46,0.803457942229859,0.2974435085866133,0.16750297931854294,0.10382084930320311,0.6798412003552934,1.048832666097098,1.5455236497216163,0.976243391557519
1980,6,1980.46,0.9957739636363244,0.31311084871995226,0.17902349903350512,0.11444806032642912,0.6805785754074913,1.0462178789436496,1.5447992281128837,0.9769071260532527
1981,6,1981.46,1.186417199315121,0.33302188143466976,0.19022006296995045,0.12447166488040008,0.6786922699739542,1.0444391065824443,1.5423714386663692,0.9778248004034931
1982,6,1982.46,1.3576008529217527,0.35345826383586015,0.2015633089194346,0.13490509962550742,0.6781425321846949,1.0418305260553553,1.541136688968228,0.9775599924754096
1983,6,1983.46,1.5108535949582198,0.36803814097640636,0.21016334604089182,0.14222052857742606,0.6696290699609566,1.0420925119388138,1.5383641710179383,0.9776014564715478
1984,6,1984.46,1.6152865974547306,0.3788356261152912,0.21758008788346853,0.14856003636607462,0.668519040918141,1.0415389989731363,1.5385647874243413,0.977103852430848
1985,6,1985.46,1.6643505424608473,0.37691672865478193,0.22215358332105084,0.151378505419574,0.6604428266431053,1.0422241649387616,1.5378197674435472,0.9772300121219885
1986,6,1986.46,1.6417273714296978,0.38148032359831135,0.22959871939470758,0.16271872546860813,0.6596706175130512,1.043462861972879,1.535853683934722,0.9772515604795089
1987,6,1987.46,1.5702013134000075,0.37261483657899136,0.23138664109546922,0.16572889511090647,0.660532366364813,1.0428229449487205,1.534989501361474,0.9776019569043671
