# Global annual mole fraction Jan for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.606864+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,1.104758701003316,0.04810850578110716
1979,12,1979.96,1.1831443908439923,0.05202546321122287
1980,12,1980.96,1.274370513541257,0.055281068818906855
1981,12,1981.96,1.3780843318425433,0.058430343068653884
1982,12,1982.96,1.4930395801818988,0.06131668975687237
1983,12,1983.96,1.617181385294584,0.06363396581291311
1984,12,1984.96,1.747087692791979,0.06611240943424113
1985,12,1985.96,1.8785904736268495,0.06878581713332187
1986,12,1986.96,2.0083381509644718,0.07147190934031795
1987,12,1987.96,2.1322231851530145,0.07404139896786831
1988,12,1988.96,2.2470136106152077,0.07646057271099191
1989,12,1989.96,2.350835822770267,0.07874521873539347
1990,12,1990.96,2.442549256211793,0.08109297599695389
1991,12,1991.96,2.5240719867022636,0.08332663897245228
1992,12,1992.96,2.595587400244802,0.0852386354954534
1993,12,1993.96,2.658451922809753,0.08697906225481135
1994,12,1994.96,2.711110603617635,0.08862046755698327
1995,12,1995.96,2.7526422242286,0.08994716705768473
1996,12,1996.96,2.783548811728228,0.0910140226363484
1997,12,1997.96,2.806482226907447,0.09155209464221305
1998,12,1998.96,2.824383445072424,0.09177397275756047
1999,12,1999.96,2.839108013393662,0.09225316880226363
2000,12,2000.96,2.8532883802213873,0.09239654522931977
2001,12,2001.96,2.868758968013752,0.09265862123110562
2002,12,2002.96,2.8862558914166807,0.09302456521685783
2003,12,2003.96,2.904738935470412,0.09325098469332856
2004,12,2004.96,2.9232948466106183,0.09358977181039746
2005,12,2005.96,2.941767682090022,0.0939163087504106
2006,12,2006.96,2.961254323446749,0.09448746928294637
2007,12,2007.96,2.9829571869377154,0.09509364185282815
2008,12,2008.96,3.005403476647112,0.09538942814563083
2009,12,2009.96,3.02681658599272,0.09572186501640059
2010,12,2010.96,3.048827540791013,0.09622614219799089
2011,12,2011.96,3.073707468171799,0.09710985880955698
2012,12,2012.96,3.1011717726128776,0.09814063749398015
2013,12,2013.96,3.1287469901443887,0.09919453899414242
2014,12,2014.96,3.1534495427809035,0.10001139840723818
2015,12,2015.96,3.17492383394297,0.10047753707682981
2016,12,2016.96,3.196672792670879,0.10130759588763967
2017,12,2017.96,3.222166778760972,0.10225450302230611
2018,12,2018.96,3.2520619896544516,0.10296633386048987
2019,12,2019.96,3.2831972055733423,0.10384180204288397
