# Semihemispheric mole fraction growth rate for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-27 18:45:33.620347+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
1978,1,1978.04,0.0730589326190439,0.06259329928186462,0.05076743707859322,0.048906787442945625,0.012127614555462199,0.009680600947336322,0.008815989827562775,0.008670327656485203
1978,2,1978.12,0.07452761068074605,0.0637082633276126,0.051679090301794066,0.04984932774554908,0.01231948609411103,0.00962380119006747,0.008718421407945764,0.008650780969562396
1978,3,1978.21,0.07593561483781078,0.06487053013961049,0.052577758199646475,0.050797074401683656,0.01244521578533502,0.009631511952816087,0.008581071932965598,0.008651289230812854
1978,4,1978.29,0.07729874932590472,0.06609962459984955,0.0534968101687055,0.05177100458890172,0.012462714801951071,0.009686487842689193,0.008413305247903704,0.008654992226008918
1978,5,1978.37,0.07861421271307398,0.06737335777073138,0.054491237163846115,0.052784355154997895,0.0123570274143937,0.00975813690903136,0.008234584179565258,0.00864276072578257
1978,6,1978.46,0.07986769215145728,0.068680244813296,0.05559050308016609,0.05383433785665533,0.012145872586136915,0.00980982571030771,0.008091659498609158,0.008599601802803386
1978,7,1978.54,0.08104986051123689,0.07003493432303966,0.05679557931054054,0.054901780965612774,0.011873938458766522,0.009800223107991422,0.008032454389756733,0.008518218956731816
1978,8,1978.62,0.08218390457265538,0.0714491437062602,0.05804150889748926,0.05596386333732822,0.011603908788244256,0.009720953184725762,0.008056264731649623,0.00840789244487386
1978,9,1978.71,0.08332388111833956,0.07287935440692661,0.059263961433220866,0.05701478567292084,0.01140482573363679,0.009603822599154807,0.008127814010739939,0.008286669475815953
1978,10,1978.79,0.08453432925636266,0.07423650757835473,0.06042294473224622,0.058071852188795535,0.011333292720676012,0.00947504706031378,0.008209021730362512,0.008172383578079413
1978,11,1978.87,0.08583416604533495,0.07544776109883221,0.06154308195241024,0.05915904703994979,0.011405047193115912,0.009337075774579142,0.008267508746940462,0.008078477545239438
1978,12,1978.96,0.08718546681682385,0.07651229843443821,0.06264031039768382,0.06027974313509747,0.011591185160438623,0.009200973058536947,0.008283871217605963,0.008012164514270973
1979,1,1979.04,0.08852402871603914,0.07747715449378698,0.06369786253665301,0.06140875175105755,0.011830377984987954,0.009096864235382869,0.008244797833678333,0.00797723167095413
1979,2,1979.12,0.08981750208304985,0.0784278953283031,0.06468684378776651,0.06252387797501538,0.012053529866633142,0.009054749339208815,0.008151759848885096,0.007969384404979438
1979,3,1979.21,0.09106809452505867,0.07942171487208011,0.06562495389280754,0.06362229249880119,0.012202413163498613,0.00907897999446055,0.008020835771274635,0.007976779563013679
1979,4,1979.29,0.09228507398354031,0.08048221167114078,0.06657427179795432,0.06472429586116779,0.012237102863187832,0.009155041387954187,0.00786336260191675,0.007985069503726292
1979,5,1979.37,0.09345226311968222,0.08158745234040318,0.0676128545501724,0.06584521873819056,0.012147098783777316,0.009255706776739198,0.00769620033074629,0.007978103667890785
1979,6,1979.46,0.09453925911328404,0.08274159730599183,0.06877293078808731,0.06698278658756104,0.011954332918792807,0.00934434622672083,0.007560466121089681,0.007942968714182616
1979,7,1979.54,0.09552237580123607,0.08398984869660979,0.07004421771955399,0.06811384114361424,0.011706494777361956,0.00937807910908151,0.007497174187259681,0.00787400758671396
1979,8,1979.62,0.09642427344018277,0.08535414351814018,0.07134079570098789,0.06920915603382528,0.011469938867913549,0.009349815727654899,0.007502606608802105,0.007780188544952969
1979,9,1979.71,0.09731442462045053,0.08676509472211114,0.07259013413112748,0.0702622063546292,0.011319298322417085,0.009295086421602886,0.007547168954999141,0.007677527814183457
1979,10,1979.79,0.09827998116325753,0.08808625218943036,0.07375772917006974,0.0712981436373357,0.011316475410462032,0.009240474565198976,0.007603334610093867,0.007581717316788152
1979,11,1979.87,0.09935536518994831,0.08921054381082609,0.0748783249748756,0.07235385259547521,0.011477397875198622,0.009184872072623822,0.007647496280411169,0.0075052136760097605
1979,12,1979.96,0.10050748609827509,0.09013463560863812,0.07596269646688443,0.07344205435752141,0.011766563109772362,0.009134069273852982,0.0076634497108429185,0.0074550238324845985
1980,1,1980.04,0.10167396377377247,0.09092385438133556,0.07697513504863898,0.07453998257873501,0.012112829688029219,0.009112804869426635,0.007637188934603853,0.007434054850270868
