# Semihemispheric mole fractions for CFC-112a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-02-22 23:53:11.256090+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fractions_box0,Semihemispheric_mole_fractions_box1,Semihemispheric_mole_fractions_box2,Semihemispheric_mole_fractions_box3,Semihemispheric_mole_fractions_1-sigma_box0,Semihemispheric_mole_fractions_1-sigma_box1,Semihemispheric_mole_fractions_1-sigma_box2,Semihemispheric_mole_fractions_1-sigma_box3
1999,1,1999.0,,,,,,,,
1999,2,1999.08,,,,,,,,
1999,3,1999.17,,,,,,,,
1999,4,1999.25,,,,,,,,
1999,5,1999.33,,,,,,,,
1999,6,1999.42,,,,0.075035032,,,,0.0031762120000000003
1999,7,1999.5,,,,,,,,
1999,8,1999.58,,,,,,,,
1999,9,1999.67,,,,,,,,
1999,10,1999.75,,,,,,,,
1999,11,1999.83,,,,,,,,
1999,12,1999.92,,,,,,,,
2000,1,2000.0,,,,,,,,
2000,2,2000.08,,,,0.07603931400000001,,,,0.004510917
2000,3,2000.17,,,,,,,,
2000,4,2000.25,,,,,,,,
2000,5,2000.33,,,,,,,,
2000,6,2000.42,,,,,,,,
2000,7,2000.5,,,,,,,,
2000,8,2000.58,,,,,,,,
2000,9,2000.67,,,,0.069765375,,,,0.00197077
2000,10,2000.75,,,,,,,,
2000,11,2000.83,,,,,,,,
2000,12,2000.92,,,,,,,,
2001,1,2001.0,,,,,,,,
2001,2,2001.08,,,,,,,,
2001,3,2001.17,,,,,,,,
2001,4,2001.25,,,,0.0722871,,,,0.0053133519999999995
2001,5,2001.33,,,,,,,,
2001,6,2001.42,,,,,,,,
2001,7,2001.5,,,,,,,,
2001,8,2001.58,,,,,,,,
2001,9,2001.67,,,,,,,,
2001,10,2001.75,,,,,,,,
2001,11,2001.83,,,,,,,,
2001,12,2001.92,,,,0.070080762,,,,0.004157435
2002,1,2002.0,,,,,,,,
2002,2,2002.08,,,,,,,,
2002,3,2002.17,,,,,,,,
2002,4,2002.25,,,,,,,,
2002,5,2002.33,,,,,,,,
2002,6,2002.42,,,,0.063101121,,,,0.001782515
2002,7,2002.5,,,,,,,,
2002,8,2002.58,,,,,,,,
2002,9,2002.67,,,,,,,,
2002,10,2002.75,,,,,,,,
2002,11,2002.83,,,,,,,,
2002,12,2002.92,,,,,,,,
2003,1,2003.0,,,,,,,,
2003,2,2003.08,,,,,,,,
2003,3,2003.17,,,,,,,,
2003,4,2003.25,,,,,,,,
2003,5,2003.33,,,,0.06859923799999999,,,,0.00320516
2003,6,2003.42,,,,,,,,
2003,7,2003.5,,,,,,,,
2003,8,2003.58,,,,,,,,
2003,9,2003.67,,,,,,,,
2003,10,2003.75,,,,,,,,
2003,11,2003.83,,,,,,,,
2003,12,2003.92,,,,,,,,
2004,1,2004.0,,,,,,,,
2004,2,2004.08,,,,,,,,
2004,3,2004.17,,,,,,,,
2004,4,2004.25,,,,,,,,
2004,5,2004.33,,,,,,,,
2004,6,2004.42,,,,0.067367445,,,,0.003996471
2004,7,2004.5,,,,,,,,
2004,8,2004.58,,,,,,,,
2004,9,2004.67,,,,0.06436673400000001,,,,0.001334682
2004,10,2004.75,,,,,,,,
2004,11,2004.83,,,,,,,,
2004,12,2004.92,,,,0.070447875,,,,0.004179213
2005,1,2005.0,,,,,,,,
2005,2,2005.08,,,,,,,,
2005,3,2005.17,,,,,,,,
2005,4,2005.25,,,,0.062383477,,,,0.002019828
2005,5,2005.33,,,,,,,,
2005,6,2005.42,,,,,,,,
2005,7,2005.5,,,,,,,,
2005,8,2005.58,,,,,,,,
2005,9,2005.67,,,,,,,,
2005,10,2005.75,,,,0.06684554599999999,,,,0.00396551
2005,11,2005.83,,,,,,,,
2005,12,2005.92,,,,,,,,
2006,1,2006.0,,,,,,,,
2006,2,2006.08,,,,,,,,
2006,3,2006.17,,,,,,,,
2006,4,2006.25,,,,,,,,
2006,5,2006.33,,,,,,,,
2006,6,2006.42,,,,,,,,
2006,7,2006.5,,,,,,,,
2006,8,2006.58,,,,0.047694702,,,,0.0013473060000000002
2006,9,2006.67,,,,,,,,
2006,10,2006.75,,,,,,,,
2006,11,2006.83,,,,,,,,
2006,12,2006.92,,,,,,,,
2007,1,2007.0,,,,,,,,
2007,2,2007.08,,,,,,,,
2007,3,2007.17,,,,,,,,
2007,4,2007.25,,,,,,,,
2007,5,2007.33,,,,,,,,
