# Semihemispheric annual emissions with no systematic uncertainty for CFC-112a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:19:39.691294+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1999,6,1999.46,0.0002586678336232648,0.005305739799076787,0.0051305593748296905,0.006217460180051262,1.7580784760331496,2.0603412294978782,0.449704552000415,0.22046028767715967
2000,6,2000.46,-6.938893903907228e-18,0.005225541484128362,0.004948302202482088,0.005991672622323305,1.7577776569217451,2.060420136782792,0.4497548409418145,0.2205312987909249
2001,6,2001.46,0.0017022386548844678,0.005355728325984033,0.004831251461199866,0.0057891893179058415,1.7570307496763986,2.0605031438275017,0.44970494648921167,0.2205109726611621
2002,6,2002.46,0.005641586624305778,0.005717208691468397,0.004880080807373593,0.005701263418837873,1.7566198888400435,2.0604870734945226,0.4496322794579063,0.22052527122134466
2003,6,2003.46,0.01039273109161556,0.0061619084051048045,0.00502834357324606,0.005795597476361929,1.7564682706952368,2.060462358430649,0.4496530508556049,0.22055486395301122
2004,6,2004.46,0.01573825279946381,0.006675382626154728,0.005221356034712458,0.005910415416686208,1.756347421087404,2.0605101045707186,0.4496954159898428,0.22053067837466087
2005,6,2005.46,0.020649941262580494,0.0071842820561719015,0.005489229748283975,0.006126129952925735,1.7565622916474355,2.060534991131655,0.4497247071076305,0.22050290116693624
2006,6,2006.46,0.0241772196597955,0.007578041675903174,0.00571501190283727,0.006353205664800114,1.756739335591659,2.060397267233807,0.4497719649973093,0.22051523224123112
2007,6,2007.46,0.025788547336744187,0.007824044044828355,0.005904196266285945,0.006565689978200341,1.7567993998382532,2.0603127628860594,0.44986369894711775,0.22054072263848154
2008,6,2008.46,0.024851904676485095,0.007835731750935286,0.005972333521750428,0.00672149299874595,1.7567679985093763,2.060146669448742,0.44987192578537466,0.22062493310081835
2009,6,2009.46,0.023684409696635458,0.007751463530803472,0.0058368101333433455,0.006640115641455229,1.757196689257322,2.060090378255848,0.44989339541860235,0.2206229743495738
2010,6,2010.46,0.02463048368264326,0.007834848279015469,0.00571725629663089,0.006461050318427535,1.7569945828040818,2.060056129681572,0.44984373018596585,0.22064220460296438
2011,6,2011.46,0.0284467896966303,0.008174349862115153,0.0056851690514678225,0.006296201574648123,1.7561045679491971,2.0601111137702186,0.44992213363063915,0.22062727672584234
2012,6,2012.46,0.035092016261760825,0.008787357257356283,0.005850833884849831,0.006316546040319134,1.7553742493008107,2.0602186599116976,0.449818208174029,0.22062817948378993
2013,6,2013.46,0.04338321955790956,0.009566249655342527,0.006153665338516631,0.00649466767887509,1.7554109768470822,2.0603611228649257,0.4498969976348858,0.22055852559623135
2014,6,2014.46,0.05298049818979852,0.010463444482965907,0.006527152942713153,0.0067309090935160215,1.7558450452700751,2.060351136348466,0.4498803846032596,0.2204410691815108
2015,6,2015.46,0.0630403238371373,0.011435519673407791,0.006999818371964671,0.0070636397428385,1.7564960730731851,2.0601965375373803,0.4499943254230154,0.22039121617530003
2016,6,2016.46,0.07200167588950024,0.012328844467460671,0.007516789791106749,0.007514496135315153,1.7569156557205081,2.060225700934054,0.4499839179174168,0.22048224749161832
2017,6,2017.46,0.07924760907056076,0.013067576313741584,0.007974857014248079,0.007921269646030049,1.7570267973787694,2.0601837261084235,0.45002247105794085,0.22059535790123874
2018,6,2018.46,0.0845336001798942,0.013622719512934303,0.008359115012021221,0.008297233509141149,1.7574683558557704,2.060049582759051,0.4500903945481036,0.22059910712598838
2019,6,2019.46,0.08749902510962883,0.013964063210495018,0.008652528225070344,0.008590255894719423,1.7577218102035024,2.0600158136369013,0.450180612975034,0.22065840542949336
2020,6,2020.46,0.08830584364891854,0.01408046452304478,0.008800381406065842,0.008787513790422334,1.7582857624060024,2.0599867604034237,0.4501757541244095,0.22073271984278062
