# Global annual mole fraction Jan for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:24:38.837413+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,9.070610401212603,0.2969615295764099
1979,12,1979.96,9.611318674089931,0.3131106467535484
1980,12,1980.96,10.151308637009627,0.3276637716320233
1981,12,1981.96,10.679623258435337,0.34010675046066974
1982,12,1982.96,11.167930297980108,0.35086062133311
1983,12,1983.96,11.66855324797128,0.3641815764677164
1984,12,1984.96,12.215794376630399,0.37913914977232405
1985,12,1985.96,12.858997123762292,0.398403598129428
1986,12,1986.96,13.58928112780489,0.4205256691107639
1987,12,1987.96,14.292492823046958,0.440203783914464
1988,12,1988.96,14.890113520426185,0.4563651667765648
1989,12,1989.96,15.408526991096531,0.4696013233747548
1990,12,1990.96,15.781069015100861,0.47812217730825596
1991,12,1991.96,15.993768057056636,0.48318334320872847
1992,12,1992.96,16.156588923437525,0.4870617092638969
1993,12,1993.96,16.30805349174716,0.49267502821695336
1994,12,1994.96,16.427507262834155,0.49618225961056167
1995,12,1995.96,16.500611408661133,0.49918420154547577
1996,12,1996.96,16.53858617311562,0.5010577637504801
1997,12,1997.96,16.56722250404338,0.5027326351255368
1998,12,1998.96,16.59261246174761,0.5037177656303773
1999,12,1999.96,16.607520396076712,0.5039799201141996
2000,12,2000.96,16.61001739458057,0.5045860502684274
2001,12,2001.96,16.610909369426057,0.5035051622252096
2002,12,2002.96,16.611381248764662,0.50344893120148
2003,12,2003.96,16.6008772192263,0.5028683234366881
2004,12,2004.96,16.571061951392725,0.5010558353590189
2005,12,2005.96,16.541483074659507,0.49897582969053933
2006,12,2006.96,16.517706633943153,0.49775590630182737
2007,12,2007.96,16.487198551057602,0.49611376765657955
2008,12,2008.96,16.447871289978877,0.4940206073793831
2009,12,2009.96,16.425411506569553,0.4930871417925722
2010,12,2010.96,16.390995072584413,0.4915744250627567
2011,12,2011.96,16.360443569781403,0.49055815098854066
2012,12,2012.96,16.340368413337274,0.4906952556519211
2013,12,2013.96,16.318770080023736,0.4898736086154685
2014,12,2014.96,16.2995680040169,0.48894171944515086
2015,12,2015.96,16.28162485327267,0.48845157543263756
2016,12,2016.96,16.264978957499793,0.4879341009611716
2017,12,2017.96,16.268039059073747,0.48821007155300866
2018,12,2018.96,16.287544355439753,0.48906571508135066
2019,12,2019.96,16.29911518503239,0.48925095023972653
