# Global annual emissions with no systematic uncertainty for CFC-114a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:55.766136+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions_with_no_systematic_uncertainty,Global_annual_emissions_with_no_systematic_uncertainty_1-sigma
1978,6,1978.46,1.1815203687516649,0.036149990635241956
1979,6,1979.46,1.2920746535985188,0.034280919104182614
1980,6,1980.46,1.3459463298314134,0.03558974172875615
1981,6,1981.46,1.3919296634021452,0.03550907861855657
1982,6,1982.46,1.4398430815729562,0.037044667695678046
1983,6,1983.46,1.502397893949617,0.034955113292165385
1984,6,1984.46,1.583806916320338,0.036390588480048475
1985,6,1985.46,1.654759632131299,0.03811049697266806
1986,6,1986.46,1.7022605340581902,0.03959407940294541
1987,6,1987.46,1.7033754474315697,0.03581905120391317
1988,6,1988.46,1.619524858833061,0.03495929223355561
1989,6,1989.46,1.4595416366384562,0.036923030870842755
1990,6,1990.46,1.2443579263361166,0.03662979964728653
1991,6,1991.46,1.0178237039262314,0.03662827134693056
1992,6,1992.46,0.8393070370993886,0.03544008916444004
1993,6,1993.46,0.7205386134524628,0.03483812230175242
1994,6,1994.46,0.6584108063702986,0.03375093516916202
1995,6,1995.46,0.6167491732046972,0.03271074502430844
1996,6,1996.46,0.5901982817877379,0.03307669549485499
1997,6,1997.46,0.5266991763452146,0.029971453889823273
1998,6,1998.46,0.34053906749929547,0.030385078907424604
1999,6,1999.46,0.21884298890197842,0.032383082320736147
2000,6,2000.46,0.23086393706245775,0.03032755943168767
2001,6,2001.46,0.2057120465908572,0.03019438830191435
2002,6,2002.46,0.19657330651492202,0.033248914452124086
2003,6,2003.46,0.20998513184820441,0.03897347698876539
2004,6,2004.46,0.2922233934784208,0.04319547196006217
2005,6,2005.46,0.35950444021322386,0.0441408561697142
2006,6,2006.46,0.3945736985129645,0.043819859848805556
2007,6,2007.46,0.4219466711341789,0.046269002518227534
2008,6,2008.46,0.407445768754718,0.04604615819327045
2009,6,2009.46,0.3811911334585973,0.04224235975259543
2010,6,2010.46,0.36930028364226847,0.0445715366501856
2011,6,2011.46,0.37117264515498366,0.04670359363975548
2012,6,2012.46,0.37589955678585313,0.04526524824240942
2013,6,2013.46,0.38504608907396504,0.0434529847323493
2014,6,2014.46,0.4403564302121126,0.0419401622871103
2015,6,2015.46,0.5181767233968352,0.04201537257419115
2016,6,2016.46,0.6157429893902127,0.0391821917972602
2017,6,2017.46,0.7116816591842657,0.03844429098093258
2018,6,2018.46,0.7738477429380896,0.03817259544205562
2019,6,2019.46,0.7837726596107145,0.049307337473168684
2020,6,2020.46,0.7691772222873651,0.06798279835578364
