# Global annual emissions for CFC-114a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:55.759672+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,1.1815203687516649,0.05562973584940708
1979,6,1979.46,1.2920746535985188,0.05702118054321102
1980,6,1980.46,1.3459463298314134,0.06006694108544325
1981,6,1981.46,1.3919296634021452,0.06392165650490506
1982,6,1982.46,1.4398430815729562,0.0663163736811583
1983,6,1983.46,1.502397893949617,0.0672436554066831
1984,6,1984.46,1.583806916320338,0.07052530310412158
1985,6,1985.46,1.654759632131299,0.07466324235971174
1986,6,1986.46,1.7022605340581902,0.07717755646339416
1987,6,1987.46,1.7033754474315697,0.07738972697405486
1988,6,1988.46,1.619524858833061,0.07800743985092759
1989,6,1989.46,1.4595416366384562,0.07650721998392536
1990,6,1990.46,1.2443579263361166,0.07533140754331191
1991,6,1991.46,1.0178237039262314,0.07145732062530728
1992,6,1992.46,0.8393070370993886,0.0697675187958301
1993,6,1993.46,0.7205386134524628,0.0666427011949343
1994,6,1994.46,0.6584108063702986,0.06809895079516975
1995,6,1995.46,0.6167491732046972,0.07094321431919993
1996,6,1996.46,0.5901982817877379,0.06859402142928653
1997,6,1997.46,0.5266991763452146,0.06688101996436265
1998,6,1998.46,0.34053906749929547,0.06567410515088869
1999,6,1999.46,0.21884298890197842,0.0680651242237517
2000,6,2000.46,0.23086393706245775,0.06551929424155907
2001,6,2001.46,0.2057120465908572,0.06470755783778383
2002,6,2002.46,0.19657330651492202,0.06592483952511109
2003,6,2003.46,0.20998513184820441,0.06872579057354737
2004,6,2004.46,0.2922233934784208,0.07010118733118531
2005,6,2005.46,0.35950444021322386,0.07158127107911376
2006,6,2006.46,0.3945736985129645,0.07338538168639298
2007,6,2007.46,0.4219466711341789,0.07398844558863926
2008,6,2008.46,0.407445768754718,0.07693327479472635
2009,6,2009.46,0.3811911334585973,0.07509356120761204
2010,6,2010.46,0.36930028364226847,0.07608212635478627
2011,6,2011.46,0.37117264515498366,0.07490763032639658
2012,6,2012.46,0.37589955678585313,0.07356124617349816
2013,6,2013.46,0.38504608907396504,0.07221556898457313
2014,6,2014.46,0.4403564302121126,0.0733804277493357
2015,6,2015.46,0.5181767233968352,0.07207697591161212
2016,6,2016.46,0.6157429893902127,0.07212941152917439
2017,6,2017.46,0.7116816591842657,0.0735510230650044
2018,6,2018.46,0.7738477429380896,0.07742511750760256
2019,6,2019.46,0.7837726596107145,0.08574718416507095
2020,6,2020.46,0.7691772222873651,0.09717541382410266
