# Semihemispheric annual emissions with no systematic uncertainty for CFC-114a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:55.779397+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1978,6,1978.46,0.6847845548685366,0.23920242066836794,0.14998643969902353,0.10754695351573675,1.3626333088364815,1.5230354937476052,0.3242180503869409,0.20591716504127644
1979,6,1979.46,0.7722376387550404,0.24510486863335604,0.15701958709098854,0.11771255911913407,1.3589572402574144,1.5234208959532871,0.3235604374554344,0.20611162853725978
1980,6,1980.46,0.8115225349325553,0.24953203553062367,0.1601618650544059,0.12472989431382842,1.3586525599307209,1.5236472886329686,0.3242184822098838,0.205595568495431
1981,6,1981.46,0.8522099255179859,0.2513568271364388,0.16078005196646386,0.1275828587812571,1.3630387092092433,1.5229774041560495,0.3249175529505834,0.2051473152085724
1982,6,1982.46,0.890314863349643,0.25508500975897447,0.16266206180262172,0.13178114666171667,1.3662338298476724,1.5229396915646258,0.3239287322135624,0.20487945164882665
1983,6,1983.46,0.940934094827139,0.2597757968252025,0.16530342845334056,0.13638457384393513,1.3678940328619944,1.5219952907379175,0.3236804661026663,0.2057218858592091
1984,6,1984.46,1.0085498770644354,0.26482155971965954,0.16829233181908496,0.14214314771715839,1.3684706800546635,1.5223004939564087,0.32381590435284524,0.2060445450336872
1985,6,1985.46,1.0706801709785765,0.2640843019898242,0.17139574201716365,0.14859941714573474,1.368799823529121,1.521856420280023,0.32353803954495175,0.20564486864009782
1986,6,1986.46,1.112031289564016,0.2599671016208594,0.17488838727113845,0.15537375560217617,1.3672645923020506,1.521470253663399,0.3234799255903574,0.20526137069847133
1987,6,1987.46,1.1128561935518884,0.2515784683224935,0.17749825442773678,0.161442531129451,1.365414313020785,1.52126872627777,0.3234707704503532,0.2050392007694656
1988,6,1988.46,1.0351113161585273,0.24115076362205334,0.17787142019350496,0.165391358858976,1.3630022243592925,1.5214414187754932,0.32340579791790636,0.20506091731905
1989,6,1989.46,0.8928474313962144,0.22474394651951538,0.1742961661120863,0.16765409261064027,1.3629613971008685,1.5213348689326753,0.322845378619962,0.20490894552839684
1990,6,1990.46,0.7069345110957282,0.20178091445268306,0.16717590787518175,0.16846659291252378,1.363475252212012,1.5207871348500863,0.32262886243913946,0.20455219951650075
1991,6,1991.46,0.5212560577802857,0.17430730279643325,0.15709654456923286,0.1651637987802797,1.3657872148203933,1.5203352735929136,0.32276548647674225,0.20422342268524343
1992,6,1992.46,0.3839911415561317,0.15191025240127062,0.14529190925688956,0.15811373388509684,1.3679213675583544,1.5194045293468508,0.323073054099255,0.20429028276436617
1993,6,1993.46,0.3052310160189706,0.13047438674568176,0.13311794475895916,0.15171526592885126,1.3650453597825238,1.519677397481727,0.32371879620325517,0.20346849202372513
1994,6,1994.46,0.27623350110824846,0.11034784101302535,0.12347767501636152,0.1483517892326635,1.3647935481759959,1.5196675818129,0.32282954995121294,0.20319932226140938
1995,6,1995.46,0.2602709849707447,0.09130789512803082,0.11820474207987197,0.14696555102604986,1.3658622973759402,1.51930090884375,0.323254124122089,0.2031845813950389
1996,6,1996.46,0.25308988103924485,0.07576926267623063,0.11530321101043328,0.14603592706182905,1.3692592277456377,1.5197233840457003,0.32272987397458625,0.20336460757750557
1997,6,1997.46,0.20764059069602017,0.05712869013402425,0.11415158852917838,0.1477783069859917,1.3691461155830316,1.5201846402405714,0.32218847674902534,0.20311975990031478
1998,6,1998.46,0.05651204788520969,0.028220371713692665,0.10663976896003413,0.14916687894035888,1.3706052165757963,1.5204794965045456,0.3224088165783338,0.20278027142508007
1999,6,1999.46,0.0,6.1547801763622845e-06,0.08355616287981817,0.13528067124198387,1.3673872456464313,1.5209136279396198,0.3224937319588466,0.2026651372511944
2000,6,2000.46,0.025342951293742866,0.0007561552251112436,0.07765561842434601,0.12710921211925766,1.3671053709669807,1.5214818577693987,0.3222162398439178,0.20241547796957174
2001,6,2001.46,0.018946313025185568,1.3877787807814457e-17,0.06938323879915616,0.11738249476651556,1.368270955424585,1.5214636460966815,0.322668546772241,0.20226472284132369
2002,6,2002.46,0.03086963461755121,1.3877787807814457e-17,0.05901562911352953,0.10668804278384127,1.3701793891041483,1.5205079945730906,0.3232802787611615,0.20234507226976584
2003,6,2003.46,0.060103268636571894,5.7281815403154024e-05,0.05135130449838782,0.09847327689784156,1.3699928377254378,1.5207097341857014,0.3233947532290951,0.20259311790769408
2004,6,2004.46,0.14874891279970104,0.0050391732396836,0.04910620065106933,0.08932910678796678,1.3696013830523344,1.5207175258728494,0.3234873391566041,0.2020891829834403
2005,6,2005.46,0.21298503238230526,0.008885129107223708,0.04902656849601206,0.08860771022768278,1.3703393990295032,1.5210377108019502,0.3230630479963514,0.20187212105536484
2006,6,2006.46,0.24999136412812104,0.010890121928122026,0.04742737792169804,0.08626483453502352,1.3662579127868408,1.5217863135563883,0.32272437010411814,0.20206946708778506
2007,6,2007.46,0.27662392682625375,0.016355114012323046,0.04587341137361172,0.08309421892199055,1.3683124105577016,1.5209975648578167,0.3234825610726812,0.20222957670819497
2008,6,2008.46,0.26509628884153374,0.020673366211418964,0.04322251868702467,0.07845359501474061,1.3688556230864517,1.5206426964779798,0.3233213458243863,0.2022789213967677
2009,6,2009.46,0.241846503706868,0.025157567784257203,0.04073341031004291,0.07345365165742915,1.368963124049859,1.5200816391054608,0.3236337622063041,0.20232931857392233
2010,6,2010.46,0.23144053159557917,0.028659836316536517,0.03980209866234521,0.06939781706780755,1.369196844661116,1.5199976013821743,0.32414067270259295,0.2027438288900904
2011,6,2011.46,0.23540120305129397,0.031036722621981875,0.03941228591451869,0.06532243356718916,1.367298545990034,1.5204986293470342,0.32472064187604444,0.20269557857693837
2012,6,2012.46,0.23878771481845376,0.036769406860569384,0.039076267224661114,0.06126616788216877,1.3681061088221504,1.521141148652349,0.3244625714768528,0.20296892801465355
2013,6,2013.46,0.24402537787867518,0.04227793461847463,0.039974929343613415,0.05876784723320184,1.3664269998475411,1.5211922721205158,0.3242298211705608,0.2036005687396312
2014,6,2014.46,0.286243224885379,0.05253519343743828,0.0427949092534169,0.058783102635878416,1.3666457138241617,1.5222168061874481,0.32418844803049507,0.20379865100415653
2015,6,2015.46,0.34989458883618635,0.06348869208439424,0.04577349438498771,0.05901994809126666,1.368942027197878,1.5219811362157816,0.32433813748666585,0.20346863561258588
2016,6,2016.46,0.4308558467524926,0.07604623306134188,0.048970380988520364,0.0598705285878579,1.372672597806134,1.5220673436115553,0.324384828386349,0.20395269860071466
2017,6,2017.46,0.5077726262068117,0.08746860723631868,0.05338458155976578,0.06305584418136945,1.373567631587163,1.521450866910136,0.3241378762149675,0.20442689642214948
2018,6,2018.46,0.552479617559056,0.09530735732888816,0.057550861795060755,0.06850990625508478,1.3744276230310895,1.5216966342634604,0.3236351317194461,0.2049440945383789
2019,6,2019.46,0.552524287352039,0.09855065252817041,0.06144547383364874,0.0712522458968564,1.3752573001147488,1.5221223327218434,0.3238166932391791,0.2047199855173427
2020,6,2020.46,0.5336090784720396,0.09960877952349256,0.06386058753828851,0.07209877675354458,1.3756329861453371,1.5216119193379547,0.32400604308689357,0.20560689928135903
