# Semihemispheric annual emissions for CFC-114a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:55.772723+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1978,6,1978.46,0.6847845548685366,0.23920242066836794,0.14998643969902353,0.10754695351573675,1.4234799342835853,1.5819653915175738,0.3265876899081038,0.21176760105417583
1979,6,1979.46,0.7722376387550404,0.24510486863335604,0.15701958709098854,0.11771255911913407,1.4196468957695565,1.5823022854751418,0.3263680562453497,0.21178858061339775
1980,6,1980.46,0.8115225349325553,0.24953203553062367,0.1601618650544059,0.12472989431382842,1.4195909876491006,1.5822721955301366,0.3267345804282567,0.2110416493028282
1981,6,1981.46,0.8522099255179859,0.2513568271364388,0.16078005196646386,0.1275828587812571,1.422624663680953,1.5827340495140636,0.32725022474890125,0.21021603531734692
1982,6,1982.46,0.890314863349643,0.25508500975897447,0.16266206180262172,0.13178114666171667,1.4260484984418742,1.5822718402214966,0.3265170634312054,0.2105314186869615
1983,6,1983.46,0.940934094827139,0.2597757968252025,0.16530342845334056,0.13638457384393513,1.4266165538360682,1.5823326867246956,0.32611658297342694,0.21126284695216987
1984,6,1984.46,1.0085498770644354,0.26482155971965954,0.16829233181908496,0.14214314771715839,1.4292890972449306,1.5825692080636247,0.3259063757808689,0.21153623244354403
1985,6,1985.46,1.0706801709785765,0.2640843019898242,0.17139574201716365,0.14859941714573474,1.4296036416539735,1.5833006871327115,0.32595685635578014,0.211929293420557
1986,6,1986.46,1.112031289564016,0.2599671016208594,0.17488838727113845,0.15537375560217617,1.4269835860494802,1.5834509600225675,0.32615082908972787,0.21206575311024026
1987,6,1987.46,1.1128561935518884,0.2515784683224935,0.17749825442773678,0.161442531129451,1.4245298105976574,1.584237479231087,0.3264730005262197,0.2114660668221215
1988,6,1988.46,1.0351113161585273,0.24115076362205334,0.17787142019350496,0.165391358858976,1.4231250034457876,1.5844921210263423,0.3263013367630264,0.21116277000882303
1989,6,1989.46,0.8928474313962144,0.22474394651951538,0.1742961661120863,0.16765409261064027,1.4230118495422868,1.584198705918319,0.3267137139053215,0.21110872490175808
1990,6,1990.46,0.7069345110957282,0.20178091445268306,0.16717590787518175,0.16846659291252378,1.4234127641485959,1.5832026274680309,0.32610788381227257,0.2112634829306237
1991,6,1991.46,0.5212560577802857,0.17430730279643325,0.15709654456923286,0.1651637987802797,1.4261436798373945,1.5833477037898935,0.32627553020516115,0.2111550854800951
1992,6,1992.46,0.3839911415561317,0.15191025240127062,0.14529190925688956,0.15811373388509684,1.4270303612871151,1.583546636544539,0.326664228217747,0.2116432539098943
1993,6,1993.46,0.3052310160189706,0.13047438674568176,0.13311794475895916,0.15171526592885126,1.4254477489114588,1.5833691991729273,0.326668509289688,0.21201787756262233
