# Global annual mole fraction for CFC-114a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-06-03 22:21:55.719852+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction,Global_annual_mole_fraction_1-sigma
1978,6,1978.46,0.37489607987835544,0.011773122769395461
1979,6,1979.46,0.41497633298801445,0.012740495489008127
1980,6,1980.46,0.45734417541256395,0.013783670761986411
1981,6,1981.46,0.5007798694374653,0.014919265750781247
1982,6,1982.46,0.5452718457284785,0.01613960438461373
1983,6,1983.46,0.5912102242233542,0.017421510683251325
1984,6,1984.46,0.6392657266806768,0.01870140451304995
1985,6,1985.46,0.6895230477636766,0.01999333669675261
1986,6,1986.46,0.7412423877312092,0.021369536837462268
1987,6,1987.46,0.7930208074183746,0.022801324314575194
1988,6,1988.46,0.842301986642791,0.024124630871130634
1989,6,1989.46,0.8861288075491145,0.025289156711221072
1990,6,1990.46,0.9222809148470931,0.02630222965025841
1991,6,1991.46,0.9498870451850779,0.02709601151555007
1992,6,1992.46,0.9700874871823418,0.027648559256687386
1993,6,1993.46,0.9852216565551105,0.028042405590272722
1994,6,1994.46,0.9975802662060219,0.02833442483510065
1995,6,1995.46,1.0085040667477656,0.028628126851926325
1996,6,1996.46,1.0185086274471977,0.028994486685487566
1997,6,1997.46,1.0269692612414778,0.02931916381121751
1998,6,1998.46,1.0305732916160992,0.029441436769363453
1999,6,1999.46,1.0285355830733653,0.029338141340259243
2000,6,2000.46,1.0251357568493955,0.029222214655024916
2001,6,2001.46,1.02196042233549,0.029145931949342133
2002,6,2002.46,1.018431604157572,0.02903436916558656
2003,6,2003.46,1.015252378357448,0.028958384818616224
2004,6,2004.46,1.014185243836337,0.029003076731842818
2005,6,2005.46,1.0160432431671083,0.029130197522760165
2006,6,2006.46,1.0196676458428746,0.029298077714588606
2007,6,2007.46,1.02424519759756,0.029501761026805667
2008,6,2008.46,1.028779700006833,0.02967399455869049
2009,6,2009.46,1.0323131325667365,0.02978986695965101
2010,6,2010.46,1.0350460272395539,0.029860524302658332
2011,6,2011.46,1.037601074646788,0.02989567660671861
2012,6,2012.46,1.040295232820319,0.02988083074199832
2013,6,2013.46,1.0432543567782766,0.029852748496102425
2014,6,2014.46,1.0475030712507223,0.029931829505650452
2015,6,2015.46,1.0542974040587132,0.03011446301246202
2016,6,2016.46,1.064325262916238,0.03037810803810357
2017,6,2017.46,1.0777767439273291,0.030753326312660412
2018,6,2018.46,1.093791236725585,0.03122214293143247
2019,6,2019.46,1.1106024984134675,0.03178220307935136
2020,6,2020.46,1.1268046832219833,0.03242031485245222
