# Semihemispheric annual emissions with no systematic uncertainty for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:36:12.254856+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1978,6,1978.46,0.5054161746038768,0.31634370050604577,0.18420468684227068,0.11255320089471794,0.3272482364484521,0.24227927319797155,0.18177368876709557,0.1453038170359601
1979,6,1979.46,0.7155027237615174,0.33253585560773774,0.19582008999721492,0.12463845064340433,0.3109473648506939,0.2379532002478938,0.1782747746643971,0.1437619165998345
1980,6,1980.46,0.9079166355123435,0.34565501209306104,0.20691421292648005,0.1367383708267957,0.3009307653117121,0.23316044141685927,0.17662303068042698,0.14226316337101189
1981,6,1981.46,1.0846666382841053,0.3642398947390609,0.21796031357901754,0.14811311594574053,0.2931750301851749,0.22860038326553692,0.17505384582967567,0.1397197996677883
1982,6,1982.46,1.2621664693441867,0.3822100795965881,0.22877191014017825,0.15922110900340863,0.2854094370119944,0.22738287771439059,0.17207895594129144,0.13955738551460875
1983,6,1983.46,1.4394438809407546,0.39743816968609785,0.23619734743598655,0.16729166997057374,0.2786243909688263,0.22056102134275107,0.16913767594709742,0.13833672063592184
1984,6,1984.46,1.5592515201301007,0.4056461911635481,0.2415749780842815,0.1733485629615683,0.26978261777332563,0.2167298490778732,0.16649786627740565,0.1371889578541963
1985,6,1985.46,1.6148676016515606,0.4020166021597329,0.2433841022525619,0.17569682917608806,0.2634824960246275,0.2112841778132241,0.16587749124768386,0.13425940010920828
1986,6,1986.46,1.594077285077294,0.4024106185351162,0.24807594888209825,0.18609066617873057,0.257307073700599,0.20512797636043403,0.16230353873767098,0.13273987812142374
1987,6,1987.46,1.5093275653905305,0.39242519096679135,0.2483739071345125,0.18767544321663218,0.2592666941129304,0.20128745788095384,0.15948991462754752,0.13026731759185778
