# Semihemispheric annual emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.493394+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1978,6,1978.46,3.3350454026964393,0.6476781551032988,0.5066309675185143,0.5435320079350688,2.129443450984998,1.8527621209020704,1.0948195095665945,0.8394563098338789
1979,6,1979.46,4.111186611619154,0.7181377104131262,0.5996085497102069,0.6360086799319554,2.0441342541534113,1.809914084545075,1.0742755346679647,0.8451835868283284
1980,6,1980.46,4.623132888213465,0.7916837868125661,0.6687751144717408,0.7100082100958075,1.982180847618819,1.7984678413922257,1.0648679386198554,0.8384283634722548
1981,6,1981.46,4.907009963836475,0.9188283106339755,0.7326008438829986,0.7564046855410748,1.9250904761672976,1.778890284388642,1.0371688372524148,0.8315959404833545
1982,6,1982.46,5.276102380092639,1.0708796286320692,0.8222496298523544,0.8013484008927912,1.920149968801242,1.7530936183391173,1.0170839296676253,0.8081931327055568
1983,6,1983.46,5.527013260649173,1.2271604671317378,0.914944736956779,0.8639347153830065,1.854230666076539,1.7188882382824866,1.0104621724331413,0.7939983477123124
1984,6,1984.46,5.733611880213689,1.4307585119365864,1.0193522932487966,0.9326976432393012,1.8449929760462889,1.6973486521593537,0.9879515606507747,0.7776293152665317
1985,6,1985.46,6.000260657900546,1.5876038649066508,1.1114223686516687,0.9981409791822878,1.822471690054603,1.6840636387256045,0.9777614527269056,0.7614423081323789
1986,6,1986.46,6.468647799467731,1.8080361125813706,1.2563280058128719,1.1499716939497462,1.7888990421261255,1.660531354961676,0.9583129916921831,0.7457987411221026
1987,6,1987.46,7.0520411227220885,1.914486646834227,1.3744359851755232,1.244351877445817,1.753855016085097,1.634528643326491,0.9387400871975377,0.7315920198229507
1988,6,1988.46,7.568238072060409,1.9034101537982908,1.4661976102597551,1.3148672893764566,1.7534084601284448,1.6011144499803363,0.9146717504271472,0.7084757668198015
1989,6,1989.46,7.418907173919664,1.9822650275708182,1.5166096523161727,1.3356090009098571,1.700635039076747,1.5827967122462787,0.8861068082811536,0.6986792742321951
1990,6,1990.46,7.3860067282493125,1.9080978815405263,1.494853571444746,1.331190019467312,1.6223527947725571,1.55049707249526,0.864677472279421,0.6818511539885376
1991,6,1991.46,7.107177645467702,1.8133407815187867,1.44971122076454,1.3033322427722616,1.6048180652463573,1.5326842333401072,0.8315662727595442,0.6680238853673538
1992,6,1992.46,6.633844538651336,1.7325803046763613,1.3792779245204603,1.2357819453328047,1.5606536758537592,1.5017934036381444,0.8100140999918353,0.6473457937651894
1993,6,1993.46,6.953827959335143,1.6633921466542023,1.3537100875184984,1.1918878031385638,1.493925082242194,1.4527447447772162,0.7870767506539706,0.6187496829891599
1994,6,1994.46,6.445968441129353,1.4624812914438756,1.2845943886466937,1.161571331505993,1.4785993677938398,1.4140366998449003,0.7599779510271457,0.6039543687374741
1995,6,1995.46,5.069146118887843,1.179291380120633,1.1437208799633238,1.080798052720878,1.4045892187988231,1.3935336654423587,0.7337117675938258,0.5803949688481469
1996,6,1996.46,4.095041756589032,0.9332880353668999,0.9269702425301589,0.8801193042540393,1.3622734417733438,1.3546025586895147,0.7126294400899879,0.5603644219996241
1997,6,1997.46,3.511656300474492,0.7573272499838096,0.7667382691600312,0.7480645167596905,1.3202371769443362,1.3229393187854155,0.6862773523354752,0.5264877683572065
1998,6,1998.46,2.6473870374675443,0.6048371239932423,0.6280166198751221,0.6261287668632837,1.2407112280711712,1.2872854790226864,0.6517104698581915,0.5120584484105821
1999,6,1999.46,1.8750429336684038,0.45343779074766416,0.5295420408826351,0.522694783649197,1.1996470042257128,1.252441095166928,0.624339492572709,0.48339115811427996
2000,6,2000.46,1.3492619177674694,0.38481699555992543,0.46529759299547196,0.444037020174616,1.1315560523191621,1.2145391498234197,0.5933567677759493,0.4472846229065446
2001,6,2001.46,1.2410306912718208,0.3901359856992373,0.4491292511516241,0.407049056394501,1.0351085151950798,1.1738068065688654,0.5427878153178277,0.4205161835639149
2002,6,2002.46,1.0503355681167632,0.3890108610647139,0.4523261990194269,0.4052185936098818,0.9657581097495304,1.139063151960034,0.505475597739987,0.3830369050399477
2003,6,2003.46,0.6386919599536496,0.35429222194676185,0.4503284366203684,0.3904910143307876,0.8506512409553666,1.1021691687861443,0.4649132329273305,0.3400629250819151
