# Global annual mole fraction Jan for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.463215+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_annual_mole_fraction_Jan,Global_annual_mole_fraction_Jan_1-sigma
1978,12,1978.96,1.3556002917567778,0.10430171102440068
1979,12,1979.96,1.5910367396454237,0.10751690279482491
1980,12,1980.96,1.8520792157948824,0.10868493020363364
1981,12,1981.96,2.1316567207981127,0.10934925327275705
1982,12,1982.96,2.433361205955865,0.11066295117866629
1983,12,1983.96,2.7550223496453374,0.11357752190901796
1984,12,1984.96,3.097144941817056,0.11960500431815299
1985,12,1985.96,3.462431152198905,0.127042118722742
1986,12,1986.96,3.863542799638284,0.13573286285282551
1987,12,1987.96,4.297162367415046,0.1460243866431858
1988,12,1988.96,4.750540881274892,0.15681443601212303
1989,12,1989.96,5.200230072877123,0.16736845303576237
1990,12,1990.96,5.638926539169479,0.17867449190978735
1991,12,1991.96,6.0557561168231935,0.1893424887122186
1992,12,1992.96,6.448608631157587,0.19953406824125847
1993,12,1993.96,6.840308395554689,0.2094654537723442
1994,12,1994.96,7.194740182575406,0.2189855788829398
1995,12,1995.96,7.475843465518096,0.22825728216074845
1996,12,1996.96,7.6941476913543845,0.234221689091444
1997,12,1997.96,7.87028520167376,0.23837221068757763
1998,12,1998.96,8.00030643883793,0.24065282110065353
1999,12,1999.96,8.090986656131022,0.24217828184044055
2000,12,2000.96,8.159117331971066,0.24384888934125232
2001,12,2001.96,8.224074874988796,0.2461559467878774
2002,12,2002.96,8.283523141185237,0.24692858168320075
2003,12,2003.96,8.326586972972557,0.24659000604593603
2004,12,2004.96,8.348832468651404,0.24671914764980793
2005,12,2005.96,8.354479802343773,0.24694258575964076
2006,12,2006.96,8.365044295328508,0.2469849829647302
2007,12,2007.96,8.374036403905315,0.24727013395896338
2008,12,2008.96,8.381369183208182,0.24723168264143747
2009,12,2009.96,8.381151034549651,0.24751959996729284
2010,12,2010.96,8.3831525835269,0.24782915380305967
2011,12,2011.96,8.396652512434882,0.24849993983957452
2012,12,2012.96,8.415003567463039,0.24890008196427388
2013,12,2013.96,8.42881514192303,0.24918999442867418
2014,12,2014.96,8.451315466806397,0.24975345703262591
2015,12,2015.96,8.485540390216789,0.25054862734777217
2016,12,2016.96,8.529160729204914,0.2520001358906382
2017,12,2017.96,8.588550849424536,0.2533846705058087
2018,12,2018.96,8.644014254042993,0.25513864605686315
2019,12,2019.96,8.692237975604561,0.2569047215738135
