# Semihemispheric monthly emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.502747+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
1978,1,1978.0,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.129401685762785,1.8527632135368572,1.0948234995991024,0.8394571398283887
1978,2,1978.08,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.1294092731322287,1.8527630143262328,1.0948227733008455,0.8394569881476512
1978,3,1978.17,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.12941686400331,1.8527628153419085,1.094822047308702,0.8394568367967281
1978,4,1978.25,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.129424457608714,1.852762616603817,1.0948213216956901,0.8394566857906907
1978,5,1978.33,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.12943205411455,1.8527624181073918,1.0948205964454936,0.8394565351259611
1978,6,1978.42,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.1294396543764194,1.8527622198301217,1.0948198714761135,0.8394563847853768
1978,7,1978.5,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.1294472582953934,1.8527620217744807,1.0948191467967698,0.8394562347707608
1978,8,1978.58,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.129454866099395,1.8527618239344337,1.0948184223855402,0.8394560850774937
1978,9,1978.67,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.1294624777996605,1.8527616263096052,1.0948176982411852,0.8394559357052507
1978,10,1978.75,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.129470093576226,1.8527614288952494,1.0948169743464318,0.8394557866504098
1978,11,1978.83,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.129477713672667,1.8527612316850086,1.094816250678036,0.8394556379081485
1978,12,1978.92,3.3350454026964393,0.6476781551032987,0.5066309675185142,0.543532007935069,2.12948533868412,1.8527610346634873,1.0948155271794917,0.8394554894668601
1979,1,1979.0,4.111186611619155,0.7181377104131262,0.5996085497102069,0.6360086799319554,2.0441062837556045,1.809914317206925,1.0742806438278336,0.8451851547331984
1979,2,1979.08,4.111186611619155,0.7181377104131262,0.5996085497102069,0.6360086799319554,2.044111355670367,1.8099142743196766,1.074279713739386,0.8451848685638896
