# Global annual emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.484980+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,5.032886533253321,0.731643412691522
1979,6,1979.46,6.064941551674444,0.6926242074737211
1980,6,1980.46,6.793599999593581,0.7235484254142527
1981,6,1981.46,7.314843803894523,0.7491894288979108
1982,6,1982.46,7.970580039469854,0.7520863812480142
1983,6,1983.46,8.5330531801207,0.7461358709762641
1984,6,1984.46,9.116420328638371,0.705267881243548
1985,6,1985.46,9.697427870641151,0.7336759253008411
1986,6,1986.46,10.68298361181172,0.7549749811846457
1987,6,1987.46,11.58531563217766,0.7561618049332128
1988,6,1988.46,12.252713125494912,0.7639648790352893
1989,6,1989.46,12.253390854716512,0.7424982220649391
1990,6,1990.46,12.120148200701893,0.7163966339729537
1991,6,1991.46,11.673561890523294,0.723031012864571
1992,6,1992.46,10.981484713180963,0.7194295921502649
1993,6,1993.46,11.162817996646409,0.7077348217695971
1994,6,1994.46,10.354615452725914,0.7238097837575798
1995,6,1995.46,8.472956431692678,0.6848775285371478
1996,6,1996.46,6.835419338740128,0.6426127894562884
1997,6,1997.46,5.783786336378022,0.6201557217289488
1998,6,1998.46,4.506369548199191,0.6151943618573419
1999,6,1999.46,3.3807175489479007,0.6100617863861174
2000,6,2000.46,2.643413526497483,0.6563562823347617
2001,6,2001.46,2.487344984517183,0.6226139633273814
2002,6,2002.46,2.2968912218107858,0.5794656653431965
2003,6,2003.46,1.8338036328515672,0.5866829824703348
2004,6,2004.46,1.2750943309850093,0.4203038913557454
2005,6,2005.46,0.7188742380678531,0.32463640654058773
2006,6,2006.46,0.868464592052371,0.31645699553977924
2007,6,2007.46,0.7528206694225,0.2906834015760282
2008,6,2008.46,0.7248089192362567,0.313757650899367
2009,6,2009.46,0.4678964628681757,0.3218518875266721
2010,6,2010.46,0.4798855313308492,0.3291413193834416
2011,6,2011.46,0.781597008434651,0.29619233213422613
2012,6,2012.46,0.9315018272794103,0.28006647603373847
2013,6,2013.46,0.7453249818802737,0.27364247875758246
2014,6,2014.46,0.9814012521836434,0.2733154295476145
2015,6,2015.46,1.2890070899071566,0.2761208514508596
2016,6,2016.46,1.4710844792919102,0.27934259643821674
2017,6,2017.46,1.9924941310077988,0.27446493244250164
2018,6,2018.46,1.8798153648578477,0.2817988977636822
2019,6,2019.46,1.7789424500791415,0.2760992057304777
2020,6,2020.46,1.4029828504944415,0.35554090730846505
