# Semihemispheric modelled mole fractions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.442439+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_modelled_mole_fractions_box0,Semihemispheric_modelled_mole_fractions_box1,Semihemispheric_modelled_mole_fractions_box2,Semihemispheric_modelled_mole_fractions_box3,Semihemispheric_modelled_mole_fractions_box4,Semihemispheric_modelled_mole_fractions_box5,Semihemispheric_modelled_mole_fractions_box6,Semihemispheric_modelled_mole_fractions_box7,Semihemispheric_modelled_mole_fractions_box8,Semihemispheric_modelled_mole_fractions_box9,Semihemispheric_modelled_mole_fractions_box10,Semihemispheric_modelled_mole_fractions_box11,Semihemispheric_modelled_mole_fractions_1-sigma_box0,Semihemispheric_modelled_mole_fractions_1-sigma_box1,Semihemispheric_modelled_mole_fractions_1-sigma_box2,Semihemispheric_modelled_mole_fractions_1-sigma_box3
1978,1,1978.0,1.2770459771936755,1.203146844700429,1.0923923618434845,1.0806553993181605,1.2250838746324124,1.1790772358130546,1.082470466434315,1.0710458366285627,0.8750025395428025,0.8668052473312271,0.8556809297353983,0.850542498773199,0.22339112211280862,0.16661191036314044,0.05871536623776102,0.04319282039126381
1978,2,1978.08,1.297572041240113,1.2257767890944413,1.1158609751162591,1.0931166583078216,1.2375648048806218,1.189821636347421,1.0968440038680323,1.0800075926717958,0.8848275273734185,0.8762672457457154,0.864701885712853,0.8591861518737325,0.21576535829261678,0.1730934163212384,0.06357262730120326,0.04353129332542268
1978,3,1978.17,1.315363129495456,1.2435318674048006,1.1350620063731234,1.106246757617325,1.25422104753434,1.206550818808781,1.1148098243445517,1.0933863700770314,0.8946633480925461,0.8858374046350752,0.8739975888749897,0.8681611216372568,0.21103259332799212,0.17229130951586766,0.06717038442017471,0.04363363783474874
1978,4,1978.25,1.333680212053641,1.2574715696299175,1.1455974388302104,1.1185976721314141,1.277968025774235,1.2349121779987937,1.1301089704049831,1.1110949808129111,0.904599476219551,0.8957185790930399,0.8835818076159003,0.8776195850319651,0.20883744044758462,0.16809706127067234,0.0659573530530608,0.04347651041653314
1978,5,1978.33,1.3549547951941525,1.2758385046865606,1.1535589719592227,1.1311408642733578,1.3027936980042212,1.259631002850462,1.141585586172611,1.1257934330457968,0.9148882219614354,0.9060618078213061,0.8934344572074093,0.8875157714174979,0.21044193746597797,0.16899954591166919,0.0644748371342679,0.04344521447911075
1978,6,1978.42,1.3767138161225982,1.2963352750142545,1.1642491721534982,1.1436465738107904,1.324626253377698,1.2801519610247136,1.1529941851384187,1.1382300782943224,0.9254728484005037,0.9166304693581587,0.9035354781035331,0.8976280179297951,0.21329599768088575,0.1718081234275893,0.06434140712840232,0.04369950115680008
1978,7,1978.5,1.4040282821567382,1.2973303111273082,1.1646442595370545,1.1562918343773185,1.3542436130044202,1.3021489650318525,1.1868023778161896,1.1582288326794699,0.9364453391814874,0.9274784153277038,0.914117317441602,0.9079773746091825,0.22069752378414095,0.15514945839400274,0.062476722712585746,0.043837859339411527
1978,8,1978.58,1.4339375165024444,1.2936304650175017,1.1766532320700482,1.1729969887069442,1.3841454291758033,1.3073536307974893,1.2103482126517293,1.1810066056733184,0.9480771403828433,0.9385173759577503,0.9253473734966513,0.918854315721041,0.22999017475491648,0.1379515866712416,0.05987168176971109,0.043511161330903304
1978,9,1978.67,1.4595952680669493,1.2994256688362713,1.1938208871387752,1.1908952308007748,1.4079155730716832,1.3129101044790716,1.2250417250869334,1.1985552583142327,0.9601212190208488,0.949614600431364,0.9366103854478861,0.9300053324565943,0.23566681448845303,0.13070898709460813,0.05933647911398188,0.043942881699860985
1978,10,1978.75,1.4754672782871618,1.3259550007671208,1.212650463376626,1.2077098428367892,1.41786908307707,1.3320795348415004,1.2277072054746068,1.208945995817154,0.9722913351371234,0.9610033024674246,0.9477296798998525,0.9411314867156466,0.23329843074529213,0.1379047196886099,0.06060501364872205,0.044948378190933995
1978,11,1978.83,1.4865984779248569,1.3580976630616883,1.225702450962185,1.220751064613453,1.4288608235157965,1.3602053293094785,1.2360965983026064,1.218082108470134,0.9843687883684342,0.9728966446464019,0.958712599201586,0.9519733123507546,0.22743856496540546,0.14855285936778115,0.061601646295453207,0.04545479760013616
