# Global mole fraction growth rate for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.466926+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_mole_fraction_growth_rate,Global_mole_fraction_growth_rate_1-sigma
1978,1,1978.04,0.17839050983130023,0.025776253864586974
1978,2,1978.12,0.18213227787671732,0.02570140511659978
1978,3,1978.21,0.1857995662549304,0.02571089634691592
1978,4,1978.29,0.18945759392060127,0.02573516486909454
1978,5,1978.37,0.19313685510062845,0.025693936553453523
1978,6,1978.46,0.19683435608499156,0.025526949634221578
1978,7,1978.54,0.20053666441472276,0.025212203985787118
1978,8,1978.62,0.20420057039238707,0.02476230684655815
1978,9,1978.71,0.20778383452387422,0.02423205596935455
1978,10,1978.79,0.21125958915322618,0.023711088089919702
1978,11,1978.87,0.21463303364636177,0.02330613146802793
1978,12,1978.96,0.21789246912044763,0.02310014425346968
1979,1,1979.04,0.2209910022457248,0.023122602373300504
1979,2,1979.12,0.22392485594743816,0.023343467040751652
1979,3,1979.21,0.2267430016318812,0.023683770287443652
1979,4,1979.29,0.2295221055991472,0.024040474262373566
1979,5,1979.37,0.2322979279120119,0.024312837609935165
1979,6,1979.46,0.23507072256279762,0.02443165046194117
1979,7,1979.54,0.23783131660303405,0.024372510277393965
1979,8,1979.62,0.24052688414107726,0.024160174337026788
1979,9,1979.71,0.24310328271069806,0.023863488872665685
1979,10,1979.79,0.2455270242185327,0.023580276091983713
1979,11,1979.87,0.24780619215075386,0.023415646407652705
1979,12,1979.96,0.24993709670925293,0.023444662473816456
1980,1,1980.04,0.2518844504652098,0.023686142181329767
1980,2,1980.12,0.2536676615837344,0.024095288740386134
1980,3,1980.21,0.2553600220193545,0.024583396232437296
1980,4,1980.29,0.2570564217163211,0.025046251852367515
1980,5,1980.37,0.25880561599668805,0.02538798502516192
1980,6,1980.46,0.2606168817607229,0.025547206318017907
1980,7,1980.54,0.2624870698006001,0.02550776226119858
1980,8,1980.62,0.26435472502605983,0.02530332052093028
1980,9,1980.71,0.26615238011529035,0.025008710865749132
1980,10,1980.79,0.2678348313408667,0.024724406176165087
1980,11,1980.87,0.2694048184207909,0.024555793208004512
1980,12,1980.96,0.2708600884756249,0.024578303177648506
1981,1,1981.04,0.27217316007879727,0.024811918739853212
1981,2,1981.12,0.273383550514694,0.025212536458386513
1981,3,1981.21,0.27458918895488654,0.025691407757999787
1981,4,1981.29,0.27590875907580303,0.026143770499138
1981,5,1981.37,0.2774104419826574,0.026473356150847976
1981,6,1981.46,0.2791155487511598,0.02661837740553559
1981,7,1981.54,0.2810259878177148,0.02656154632011641
1981,8,1981.62,0.28306903066244576,0.02633494226480257
1981,9,1981.71,0.28515513019162286,0.026011073424039077
1981,10,1981.79,0.28721064485257547,0.02568838904499498
1981,11,1981.87,0.28920759965154286,0.025471990315351613
1981,12,1981.96,0.29111131433742293,0.025439628153468116
1982,1,1982.04,0.29285975027465877,0.025616079292103647
1982,2,1982.12,0.2944671331901894,0.025962960525902686
1982,3,1982.21,0.2960149677217413,0.026397092226147598
1982,4,1982.29,0.29761037283922837,0.02681830524994198
